id,footfall,cost,rating
109,1213,440910,3.81
110,4928,474911,2.28
111,1103,169793,2.26
112,1438,482014,2.46
113,1486,87228,4.0
114,4557,316201,3.09
115,3717,27761,5.0
116,2993,165179,4.82
117,3612,127852,2.23
118,4431,196768,3.91
119,2625,331280,2.06
120,267,404045,2.11
121,692,285860,4.08
122,567,337527,2.57
123,4784,141468,4.16
124,3965,167828,1.79
125,4873,322718,2.45
126,4094,244027,4.4
127,3367,416223,2.7
128,4697,39301,2.14
129,4759,452737,4.03
130,3391,49424,4.17
131,4936,255570,2.38
132,1200,283442,1.17
133,3744,32072,2.73
134,1727,225009,4.71
135,141,174768,1.45
136,83,195264,2.16
137,552,186869,2.69
138,1449,468815,2.71
139,2929,49014,2.7
140,828,275421,1.62
141,2471,325115,4.71
142,2657,323568,3.51
143,2977,223175,2.4
144,2483,412530,1.05
145,1030,382689,3.45
146,1782,42088,4.15
147,3242,306271,2.97
148,3634,24618,2.85
149,4642,351477,1.06
150,3259,140475,3.65
151,401,46172,3.03
152,2444,55656,3.3
153,927,159180,2.21
154,1656,168381,2.11
155,2113,280507,1.02
156,2972,18603,2.4
157,3063,224928,1.05
158,3298,378222,4.06
159,2811,134087,1.32
160,4069,487612,2.17
161,3156,50819,2.23
162,307,150380,1.55
163,4711,336630,1.24
164,2690,252515,1.69
165,2306,108352,1.04
166,1314,132592,4.77
167,4459,166496,2.31
168,3358,104463,2.86
169,629,410730,4.58
170,3935,129362,1.05
171,4854,264912,1.76
172,2025,159532,1.64
173,2053,91296,2.74
174,4612,282095,1.21
175,687,167877,4.57
176,3563,119423,4.72
177,1117,222593,3.41
178,2958,121593,4.66
179,894,288374,1.72
180,3535,493116,2.95
181,1782,239209,1.05
182,1639,23451,2.34
183,2500,371382,4.74
184,155,296603,4.49
185,3506,114504,1.54
186,1641,254215,4.93
187,4802,148519,1.88
188,4035,403390,3.21
189,2167,451946,1.06
190,803,413272,3.38
191,2852,62754,3.85
192,3397,61874,3.43
193,2667,189473,2.8
194,2028,458151,2.4
195,4955,140458,3.55
196,4018,73380,3.8
197,3922,480144,4.53
198,3249,331327,3.93
199,3611,367001,3.73
200,1029,62425,3.51
201,143,292480,2.37
202,4256,100274,4.31
203,882,312278,3.89
204,2334,383632,4.87
205,1582,255330,2.13
206,2121,188166,3.2
207,815,34318,2.3
208,812,50430,1.19
209,4139,349355,3.86
210,2634,348131,4.16
211,4556,471681,3.96
212,451,427197,4.61
213,4551,394050,3.07
214,1085,465900,1.32
215,455,415532,1.98
216,894,277341,4.44
217,2310,350326,1.08
218,3530,334594,2.63
219,4832,174543,4.6
220,2913,6321,2.17
221,1519,448884,1.24
222,4056,290411,3.95
223,779,218699,1.99
224,2986,446340,2.52
225,2220,103864,1.15
226,2013,467795,2.9
227,3821,37226,1.28
228,4526,196944,1.98
229,4823,377042,2.25
230,2038,220522,2.37
231,2577,498741,4.48
232,4220,244761,2.55
233,2128,293131,1.41
234,2853,30990,1.03
235,3887,297092,4.27
236,3493,319318,4.66
237,4584,223432,1.55
238,3343,168880,1.9
239,2879,320297,2.95
240,969,104751,4.79
241,1464,257190,3.95
242,2643,302978,4.41
243,3089,99623,2.51
244,1827,315978,1.74
245,4933,198369,3.49
246,3054,236521,4.51
247,1109,366849,3.35
248,4006,477742,1.14
249,192,438644,3.44
250,1536,80048,1.94
251,1625,73907,2.79
252,754,331372,2.75
253,4106,14285,1.19
254,2551,5112,3.48
255,1097,162092,3.59
256,1925,165642,3.54
257,3221,343849,3.19
258,3251,459940,2.24
259,4017,187929,3.61
260,126,495411,1.42
261,4408,332673,4.54
262,2910,112845,4.15
263,2937,309074,2.61
264,3936,491139,2.17
265,1584,432140,2.55
266,489,354099,1.99
267,2787,472274,1.38
268,3962,315915,3.86
269,2876,243343,3.54
270,1509,361161,1.31
271,2520,137195,3.77
272,1537,380429,2.53
273,3194,118881,3.47
274,1216,102737,3.45
275,2269,180914,3.98
276,4110,36583,3.2
277,1480,369627,1.87
278,3979,334240,2.5
279,1668,328795,2.82
280,1790,401923,4.93
281,815,405147,1.1
282,710,114647,2.22
283,4492,404318,3.17
284,2909,78803,4.2
285,2247,358476,4.43
286,894,379978,4.97
287,1230,425314,4.56
288,2370,337989,2.62
289,2210,7821,3.61
290,2920,264932,4.47
291,2864,335170,1.14
292,1001,369558,4.43
293,894,15493,2.83
294,3468,235578,4.26
295,2845,191641,2.77
296,419,435100,3.17
297,390,308637,1.28
298,1581,433945,3.94
299,3755,366086,4.6
300,2206,250495,1.54
301,1203,124516,4.42
302,3330,156045,3.46
303,2057,113742,3.4
304,2247,399245,3.75
305,3488,278177,2.6
306,433,260613,2.0
307,294,228299,2.04
308,1682,103017,3.56
309,1080,450298,2.66
310,711,183412,4.19
311,728,120265,4.44
312,1989,470829,2.96
313,880,130384,2.09
314,768,443678,2.03
315,609,169216,3.58
316,148,371583,2.54
317,2923,420389,3.87
318,3009,211036,1.44
319,3907,477932,4.35
320,3182,385410,3.5
321,755,399997,4.12
322,416,329327,2.21
323,1555,334655,3.92
324,3118,39929,1.69
325,2130,135501,3.96
326,2064,342298,1.89
327,2342,214487,1.79
328,386,275331,2.48
329,3850,348432,4.72
330,1225,446310,3.18
331,1156,49707,1.12
332,4383,150064,2.82
333,1253,425683,4.71
334,1190,473185,1.17
335,4591,192978,3.53
336,2561,133774,3.36
337,2834,38508,3.14
338,4395,165742,1.67
339,1617,418766,3.97
340,4522,188447,3.46
341,215,408587,2.09
342,1536,52466,1.11
343,3360,396606,2.4
344,4780,113180,3.68
345,829,467594,3.37
346,2304,182127,4.26
347,769,12115,3.07
348,1245,151051,2.95
349,3945,115653,4.89
350,4145,198866,3.85
351,3749,163072,1.97
352,4390,403203,1.35
353,3007,177301,3.28
354,4226,358096,3.12
355,4909,323334,1.62
356,4135,21146,2.03
357,1435,90420,3.74
358,402,433400,1.54
359,296,455289,3.1
360,4907,353238,1.73
361,875,30700,3.91
362,2491,33830,2.75
363,4262,422387,3.02
364,3120,267571,3.37
365,4569,456321,1.05
366,4493,369067,4.6
367,2115,81167,1.57
368,2822,78782,1.25
369,1122,20764,3.37
370,735,225806,4.3
371,3349,14774,3.38
372,1790,434815,4.51
373,4975,129689,1.42
374,1816,273700,1.39
375,2169,53618,2.07
376,2700,265099,4.77
377,3216,348429,3.37
378,4906,480908,1.96
379,545,180372,2.43
380,3362,162854,2.91
381,945,311029,4.99
382,4833,365709,1.57
383,205,301627,3.85
384,4632,479493,3.33
385,2830,156363,4.5
386,3418,250294,3.19
387,1647,471193,4.62
388,626,233090,2.49
389,4774,155089,4.71
390,2228,370770,4.21
391,4786,7512,2.42
392,3941,392156,3.42
393,3294,249110,4.05
394,1185,143353,3.68
395,2604,311901,2.22
396,2186,112122,2.15
397,1069,122797,1.99
398,3999,97996,2.23
399,4065,58433,1.64
400,4285,208462,1.15
401,4439,341659,2.76
402,4084,385384,1.67
403,3388,282715,3.81
404,1961,144544,4.66
405,3580,470648,4.28
406,684,248684,1.44
407,3906,184143,1.55
408,4860,466212,2.94
409,4278,405743,2.27
410,347,468168,1.25
411,1220,446686,2.17
412,2241,73518,4.41
413,3160,472558,2.41
414,2861,414592,4.85
415,2374,207390,3.1
416,1190,370797,2.4
417,4879,377546,3.82
418,1794,304918,2.13
419,600,347815,4.39
420,4741,364195,4.79
421,3180,252030,3.53
422,3200,409439,2.35
423,4900,426406,1.48
424,4252,200417,1.55
425,4612,203148,3.7
426,2544,149964,4.41
427,1953,111215,1.51
428,4118,80242,1.4
429,2451,423419,3.96
430,1916,140446,4.55
431,4601,16583,3.22
432,674,350255,1.58
433,658,176252,3.09
434,1622,8706,2.01
435,987,324424,1.6
436,3820,82434,4.24
437,2141,372346,1.69
438,2783,479201,3.44
439,1067,257659,2.6
440,1849,169498,4.88
441,2216,449916,2.65
442,2523,209443,4.95
443,4440,395813,2.2
444,738,336206,1.68
445,960,9096,1.52
446,4555,229367,2.95
447,4610,260291,3.51
448,3948,400405,3.38
449,4964,206473,1.08
450,2295,159951,4.46
451,408,366126,3.61
452,3859,70599,3.02
453,3981,244005,1.89
454,3487,366313,1.53
455,126,415249,1.47
456,4160,23169,1.6
457,1888,304413,4.89
458,4007,417986,3.06
459,2990,163314,4.18
460,1809,57815,4.35
461,1503,368751,1.89
462,994,271362,2.69
463,647,372515,1.99
464,940,134451,3.81
465,3762,294546,2.08
466,1733,14902,3.73
467,1604,417969,1.14
468,857,397883,1.29
469,3784,455543,4.3
470,4555,175776,4.43
471,2957,247134,3.05
472,1033,459070,1.81
473,4026,111213,1.75
474,3482,298985,3.21
475,268,397168,4.37
476,3743,66147,3.96
477,3817,69731,4.24
478,4061,185205,2.38
479,3206,118224,3.96
480,4235,194805,1.2
481,3284,112873,2.53
482,1396,221555,3.01
483,2280,306403,3.91
484,4826,39070,3.65
485,2835,337574,3.1
486,1133,405058,2.29
487,1287,425849,1.61
488,3816,79461,4.41
489,4400,15711,1.76
490,3570,397156,3.75
491,1333,422563,4.6
492,4573,360854,3.26
493,4946,152426,1.3
494,4297,194570,3.74
495,2074,385501,2.0
496,1294,180660,1.54
497,1870,298009,1.62
498,2538,455657,1.93
499,1358,264391,1.31
500,4475,225968,4.42
501,2925,323708,1.74
502,177,55870,4.97
503,622,198515,2.58
504,4101,321683,2.64
505,2490,113497,4.52
506,292,401124,3.42
507,4503,120479,2.45
508,2744,174184,4.68
509,2144,228625,3.84
510,306,420868,3.61
511,2378,351041,1.49
512,1252,156321,3.68
513,4604,376808,2.15
514,4614,121098,1.41
515,1568,201749,2.02
516,2618,477832,4.56
517,398,208553,1.5
518,4968,34547,2.5
519,3236,417478,3.57
520,3640,294704,2.35
521,3324,165075,3.64
522,293,203878,1.27
523,967,227233,3.2
524,1917,484014,2.28
525,4696,35461,1.66
526,4396,347682,1.8
527,1862,255549,1.44
528,2182,282871,1.72
529,1145,444072,3.02
530,3059,469834,4.64
531,116,47417,3.0
532,191,194961,1.45
533,2509,15848,3.15
534,2546,158759,3.63
535,1871,378440,2.23
536,1288,157860,3.84
537,2184,181958,3.82
538,3380,71879,3.88
539,4277,298739,2.58
540,2655,272041,2.29
541,3357,361673,3.17
542,1692,498350,2.11
543,1395,285518,1.85
544,4897,273878,2.41
545,3940,272308,1.69
546,3791,69218,2.76
547,754,489582,3.31
548,2110,81303,1.92
549,319,454175,3.22
550,4217,77635,1.49
551,4741,400951,2.71
552,3502,22536,3.04
553,1546,33957,3.07
554,1345,127858,4.3
555,1432,190710,4.36
556,1379,277153,3.29
557,3577,128527,2.16
558,3723,28522,4.59
559,1461,422087,4.81
560,3710,307678,4.36
561,2043,138143,2.2
562,3110,54253,1.77
563,2634,84213,2.13
564,1736,298673,2.25
565,1429,259064,2.28
566,3786,80811,1.65
567,3743,406361,1.11
568,4293,402627,1.65
569,2781,88713,1.63
570,4656,417237,1.31
571,852,272241,4.99
572,1404,27386,3.86
573,1706,39177,3.08
574,4898,222601,3.56
575,2510,155124,4.29
576,103,246735,4.06
577,1297,148253,2.23
578,2245,152319,3.84
579,4064,468646,4.65
580,3135,355548,1.5
581,4601,64622,4.67
582,3733,347724,1.85
583,3596,162978,2.43
584,566,414431,1.72
585,489,437152,3.78
586,2841,419791,3.0
587,700,29713,1.72
588,1221,97560,2.7
589,1596,335168,2.82
590,1947,233708,2.57
591,2494,46651,3.17
592,2146,163045,1.88
593,4814,355310,1.5
594,4758,335856,1.11
595,1552,462061,1.6
596,2322,250241,2.71
597,2570,387213,3.41
598,965,492308,1.64
599,657,93153,1.41
600,70,432223,2.75
601,3074,374464,4.99
602,4186,301063,4.02
603,759,131186,3.88
604,1894,252257,3.15
605,826,444622,3.95
606,2401,125245,4.61
607,3952,10231,4.33
608,3686,255297,4.39
609,1223,291413,3.47
610,466,83574,4.27
611,4887,126647,1.57
612,2902,399368,2.57
613,1751,264480,4.88
614,1240,404786,2.07
615,768,111042,4.12
616,3090,22229,4.59
617,1724,214353,2.26
618,4834,390097,2.28
619,4886,43934,3.39
620,4260,126419,4.73
621,2409,185389,3.73
622,1971,404162,1.57
623,3490,12702,3.88
624,3983,490955,1.72
625,3509,57230,2.49
626,4585,136568,3.67
627,4631,497910,3.5
628,965,400918,2.63
629,4372,221821,3.91
630,2594,167345,2.64
631,2236,468430,1.69
632,2678,498616,1.06
633,2381,423670,2.84
634,3094,79076,3.5
635,4524,204135,3.25
636,1333,321539,4.67
637,3877,370039,3.75
638,4430,352577,3.07
639,4396,474287,2.5
640,508,179022,3.78
641,2166,407710,3.24
642,4712,323070,4.31
643,4242,413180,1.91
644,483,277001,4.18
645,4350,254639,1.89
646,4541,135368,3.15
647,3460,20355,2.63
648,2154,100951,1.73
649,3374,41578,4.86
650,1507,184174,1.52
651,359,149595,3.33
652,4331,313713,4.84
653,1772,91802,1.14
654,4455,159822,1.78
655,3584,199693,4.96
656,4109,497529,3.76
657,2625,94494,4.23
658,1381,361869,3.69
659,4163,392979,1.88
660,1466,389404,2.36
661,4507,389909,2.36
662,367,233516,1.61
663,1042,248400,1.54
664,2061,261840,4.54
665,3889,249362,3.22
666,1680,209220,1.37
667,3551,99777,3.52
668,460,194100,4.96
669,3721,380335,4.1
670,2924,306931,1.86
671,2148,135910,3.23
672,890,268721,4.1
673,3802,388301,1.96
674,3520,54913,3.0
675,2702,379574,4.11
676,841,16386,3.69
677,3595,465498,4.12
678,4168,204003,4.75
679,4279,177682,3.77
680,2610,196418,3.22
681,4016,16543,1.07
682,3944,208504,4.89
683,4641,302232,2.79
684,3282,426063,3.52
685,4687,496277,4.01
686,3458,146776,2.04
687,3194,70433,4.78
688,105,180283,2.97
689,3411,149568,1.55
690,4535,21456,1.29
691,663,89065,3.72
692,2248,17487,1.92
693,3634,445882,1.59
694,2760,482932,3.91
695,3902,416110,4.18
696,2102,191839,3.56
697,2250,264462,2.33
698,268,395556,3.9
699,1673,401521,2.76
700,3640,134069,2.85
701,3696,153055,3.89
702,1770,396290,1.74
703,255,468752,4.41
704,2506,281557,1.54
705,3445,418888,1.25
706,2097,268540,3.73
707,3831,219471,1.3
708,4991,359801,4.0
709,4538,255780,3.25
710,4421,387536,4.48
711,3439,351215,4.36
712,2615,170637,3.26
713,3402,297688,4.51
714,4107,237469,3.27
715,3065,335733,4.24
716,4975,152883,1.74
717,3236,24077,2.81
718,2237,360301,1.59
719,447,170831,2.71
720,2481,325670,2.29
721,99,24348,3.24
722,4844,109248,4.81
723,4645,298817,4.21
724,2982,303623,4.18
725,4248,234099,2.63
726,1155,347879,2.54
727,3275,137593,4.04
728,4697,426522,4.7
729,309,363194,2.21
730,2423,167787,4.03
731,4620,127152,3.92
732,3344,302983,4.18
733,233,234117,2.06
734,3476,171361,1.84
735,4820,178622,2.69
736,2857,42528,1.7
737,4505,148603,3.88
738,2407,288202,2.65
739,4273,117300,1.63
740,4177,153414,2.74
741,198,331887,1.21
742,355,86071,4.61
743,3857,210503,1.52
744,1144,80861,3.04
745,431,111353,4.9
746,3816,489713,1.05
747,518,300068,1.33
748,4548,278121,3.52
749,3718,48328,3.62
750,2164,302280,1.87
751,2186,262182,2.93
752,3378,124002,2.14
753,1615,190515,3.47
754,4184,248864,4.7
755,2449,201665,2.39
756,4727,436827,1.84
757,293,345796,2.49
758,323,229716,2.25
759,355,238256,2.06
760,4690,326582,1.4
761,2541,26592,4.65
762,4209,174771,1.62
763,872,485841,1.07
764,2164,134003,3.29
765,1507,422243,3.46
766,1646,101401,3.17
767,3076,153479,3.86
768,3435,396890,1.34
769,165,39257,4.61
770,1665,260394,3.1
771,4288,490706,1.17
772,2888,336636,4.27
773,1413,180486,1.88
774,500,384051,4.21
775,1011,350695,1.68
776,4110,363137,4.41
777,203,237935,1.57
778,4451,486989,2.95
779,4247,72304,2.93
780,264,339942,4.09
781,4660,5362,4.6
782,3438,104588,1.16
783,1687,476069,2.2
784,294,432970,4.09
785,719,19361,3.47
786,1533,338519,2.69
787,4417,452453,4.2
788,1044,70552,2.89
789,3541,341603,3.74
790,2205,465989,2.04
791,1195,257062,2.82
792,1214,352652,4.24
793,2220,166478,4.79
794,2033,264182,1.25
795,1979,343868,1.0
796,4513,136669,2.39
797,1095,418544,1.98
798,944,151198,2.51
799,1230,55276,2.83
800,200,278366,3.76
801,2305,250705,1.18
802,4786,259487,1.26
803,4165,492000,3.72
804,2590,219589,3.41
805,3000,432976,1.25
806,2641,185437,1.44
807,3226,276126,2.99
808,103,96297,1.78
809,83,161663,4.78
810,1582,146156,3.71
811,2398,300793,1.26
812,4431,34160,4.28
813,582,287728,2.32
814,139,242641,3.81
815,1091,160931,1.77
816,3835,11636,4.17
817,4338,28579,2.52
818,4452,338820,1.09
819,2329,41069,2.97
820,1320,146371,2.02
821,493,240289,4.91
822,632,338046,1.91
823,52,409631,2.69
824,1256,79002,2.24
825,4785,167905,2.61
826,1928,438832,4.54
827,556,434128,1.91
828,2475,223096,2.99
829,274,199152,3.09
830,3090,312599,4.12
831,189,409532,4.42
832,4329,321086,4.88
833,3799,498412,4.48
834,4011,191136,1.24
835,1427,388176,3.45
836,1833,113550,1.88
837,1724,114242,2.54
838,121,161147,1.66
839,4706,440416,4.61
840,2500,446233,3.92
841,2344,52433,3.47
842,3611,361967,3.44
843,3152,43143,4.16
844,4190,367527,2.66
845,1993,123175,1.54
846,4524,384483,4.99
847,3444,145084,4.09
848,2364,386268,3.54
849,2882,380831,3.95
850,1899,425256,3.41
851,3879,29966,1.96
852,1731,176446,1.21
853,2544,76086,1.87
854,1069,78596,4.86
855,1616,347584,3.18
856,1429,310437,3.58
857,1985,17647,1.32
858,356,121328,3.03
859,4700,37166,4.16
860,55,326234,4.76
861,3922,71457,1.89
862,3124,415881,2.86
863,4551,33936,2.4
864,1361,427143,3.52
865,1589,144765,3.66
866,3032,40265,3.75
867,988,141460,1.77
868,87,477105,3.52
869,4478,369663,3.08
870,4356,335488,3.77
871,3588,241058,2.12
872,4310,304545,3.78
873,3860,232931,1.05
874,3141,373222,2.81
875,3061,74444,2.69
876,4494,7666,4.83
877,2824,403030,1.39
878,582,297929,4.99
879,1862,412759,2.86
880,4744,166318,2.73
881,103,390168,3.25
882,1193,374277,4.42
883,2818,250681,1.98
884,3104,222721,2.8
885,3945,340007,4.73
886,4276,141271,2.2
887,3982,120300,1.34
888,1804,125106,1.98
889,3357,273257,2.95
890,1408,342122,3.88
891,525,74548,2.03
892,1563,11480,2.19
893,1370,85307,2.06
894,476,107026,3.66
895,4063,45544,1.85
896,3921,174750,3.11
897,1478,214586,2.07
898,846,32320,2.39
899,617,471811,2.74
900,2677,161353,1.3
901,371,53537,3.43
902,2478,403014,3.1
903,2870,21998,4.9
904,527,174688,1.56
905,982,120779,2.74
906,866,175023,4.05
907,3525,424649,4.69
908,569,492103,3.7
909,1460,188178,1.97
910,686,261468,1.13
911,4127,118235,3.45
912,1796,226005,3.24
913,2078,344873,3.54
914,3566,123750,3.58
915,3018,452214,1.66
916,4802,12037,1.99
917,747,253201,1.78
918,4314,79033,1.41
919,4057,466355,2.93
920,2105,185852,4.82
921,249,9886,3.04
922,2407,60999,3.95
923,3402,227868,4.86
924,945,231641,4.05
925,4637,199489,4.7
926,2690,468590,4.69
927,2874,19428,4.95
928,3856,182149,2.06
929,2990,253813,1.18
930,190,67512,3.47
931,4484,429887,2.09
932,1282,464912,2.88
933,3148,277226,1.49
934,119,413343,1.94
935,1260,424030,3.8
936,1384,92444,4.47
937,3355,384919,3.33
938,3918,325845,4.78
939,4763,255060,4.87
940,1456,293369,4.14
941,4068,260221,3.76
942,3103,282747,2.43
943,2812,465499,3.99
944,2188,55461,1.8
945,113,338730,3.76
946,3478,476382,3.85
947,587,407428,2.46
948,210,408905,4.09
949,2710,60944,1.14
950,4146,423860,2.26
951,4258,40495,3.88
952,4964,458824,3.59
953,4559,199091,1.75
954,1514,296052,2.18
955,4303,237000,4.0
956,1398,61243,3.47
957,908,413347,1.21
958,3919,254692,2.81
959,306,7351,3.36
960,3917,230123,2.77
961,2399,5341,3.89
962,3340,368349,2.36
963,3795,345771,2.98
964,3532,254978,1.71
965,395,165643,2.38
966,254,47289,2.76
967,2123,109753,4.97
968,2150,17584,1.33
969,4593,128922,2.92
970,1836,458046,3.78
971,3818,142187,2.43
972,2366,491273,4.0
973,288,161989,4.92
974,1519,439043,3.45
975,4226,111253,2.88
976,1385,159949,1.31
977,108,214730,3.35
978,564,488441,1.88
979,1805,12871,1.97
980,580,161819,4.7
981,4533,186046,4.01
982,4943,280444,2.5
983,1819,163721,2.47
984,3164,139165,3.12
985,654,454368,4.56
986,1658,411868,2.2
987,1279,421329,4.65
988,2056,459969,2.26
989,2241,297396,2.93
990,4248,305196,3.7
991,3667,468435,3.99
992,1195,205118,1.55
993,297,70154,4.49
994,1411,407562,3.45
995,856,287522,4.28
996,1742,371258,4.7
997,980,471794,2.02
998,2682,60272,3.65
999,572,396379,4.89
1000,4699,136204,3.62
