medicineID,name,price,quantity,expiryDate,category
MED00212,Omeprazole,439.78,77,2027-11-20,OTC
MED00213,Omeprazole,385.08,63,2027-11-26,Supplement
MED00214,Azithromycin,384.2,104,2028-02-20,OTC
MED00215,Omeprazole,114.01,131,2026-12-20,Prescription
MED00216,Paracetamol,365.64,21,2025-02-14,OTC
MED00217,Cetirizine,230.85,147,2027-02-12,Supplement
MED00218,Ibuprofen,484.08,156,2028-08-21,Prescription
MED00219,Paracetamol,384.36,164,2027-10-29,Supplement
MED00220,Cetirizine,455.14,181,2027-09-30,PersonalCare
MED00221,Atorvastatin,271.61,194,2027-08-31,OTC
MED00222,Azithromycin,205.9,106,2025-10-28,OTC
MED00223,Azithromycin,378.73,55,2026-06-04,Supplement
MED00224,Metformin,121.42,152,2026-06-13,PersonalCare
MED00225,Omeprazole,378.66,183,2026-05-16,Prescription
MED00226,Ibuprofen,277.86,172,2025-11-05,Prescription
MED00227,Azithromycin,197.98,173,2027-05-14,OTC
MED00228,Calcium,362.75,190,2025-04-08,PersonalCare
MED00229,Azithromycin,422.34,114,2026-09-10,Supplement
MED00230,Atorvastatin,241.27,109,2025-12-21,PersonalCare
MED00231,Cetirizine,206.3,100,2027-06-30,Supplement
MED00232,Paracetamol,264.53,141,2028-05-24,PersonalCare
MED00233,Calcium,147.18,126,2027-02-06,Supplement
MED00234,Metformin,332.03,73,2027-10-26,Supplement
MED00235,Cetirizine,301.97,48,2027-07-03,PersonalCare
MED00236,Metformin,441.53,7,2026-05-07,PersonalCare
MED00237,Omeprazole,243.55,142,2027-09-01,Supplement
MED00238,Paracetamol,147.27,38,2025-02-16,PersonalCare
MED00239,Omeprazole,244.28,20,2026-09-24,PersonalCare
MED00240,Atorvastatin,115.87,22,2025-06-05,Supplement
MED00241,Calcium,387.93,166,2026-03-02,OTC
MED00242,Paracetamol,398.61,164,2025-04-06,Supplement
MED00243,Paracetamol,402.23,95,2027-03-27,Supplement
MED00244,Cetirizine,136.24,74,2026-06-24,Supplement
MED00245,Azithromycin,272.16,85,2028-09-02,PersonalCare
MED00246,Atorvastatin,138.08,46,2026-02-15,Prescription
MED00247,Omeprazole,226.32,8,2028-07-16,OTC
MED00248,Paracetamol,144.91,7,2028-03-14,OTC
MED00249,Ibuprofen,48.77,62,2026-09-23,Supplement
MED00250,Omeprazole,57.34,153,2028-11-12,PersonalCare
MED00251,Atorvastatin,496.94,22,2028-01-27,OTC
MED00252,Atorvastatin,261.14,191,2027-07-07,Supplement
MED00253,Omeprazole,224.66,79,2026-09-20,PersonalCare
MED00254,Calcium,224.02,23,2027-11-12,PersonalCare
MED00255,Calcium,341.09,71,2027-08-04,PersonalCare
MED00256,Omeprazole,342.18,200,2027-02-25,Prescription
MED00257,Paracetamol,375.38,182,2025-09-30,Supplement
MED00258,Omeprazole,184.68,153,2028-04-15,Supplement
MED00259,Paracetamol,272.84,158,2025-05-19,Supplement
MED00260,Cetirizine,356.66,177,2026-04-20,OTC
MED00261,Cetirizine,295.64,47,2027-10-14,PersonalCare
MED00262,Metformin,430.58,80,2026-07-24,PersonalCare
MED00263,Azithromycin,319.11,108,2025-12-24,Prescription
MED00264,Ibuprofen,141.62,90,2025-05-18,Prescription
MED00265,Ibuprofen,275.33,96,2025-03-08,Supplement
MED00266,Calcium,167.61,62,2026-03-13,OTC
MED00267,Metformin,237.82,189,2027-10-22,Supplement
MED00268,Cetirizine,145.35,76,2026-09-12,Prescription
MED00269,Paracetamol,110.23,155,2026-06-22,Supplement
MED00270,Ibuprofen,28.01,191,2028-10-08,Prescription
MED00271,Azithromycin,395.88,123,2028-08-14,Prescription
MED00272,Atorvastatin,496.21,137,2028-10-28,PersonalCare
MED00273,Omeprazole,168.85,127,2027-09-09,Supplement
MED00274,Ibuprofen,117.82,52,2027-01-21,OTC
MED00275,Azithromycin,24.16,90,2027-11-19,Supplement
MED00276,Azithromycin,148.42,107,2026-10-14,OTC
MED00277,Atorvastatin,120.82,159,2027-12-16,Supplement
MED00278,Cetirizine,353.01,125,2028-02-02,Supplement
MED00279,Atorvastatin,440.88,158,2025-04-29,Supplement
MED00280,Ibuprofen,460.0,141,2027-02-08,Supplement
MED00281,Atorvastatin,407.67,28,2027-02-11,PersonalCare
MED00282,Atorvastatin,383.79,45,2026-03-17,Prescription
MED00283,Ibuprofen,302.05,79,2027-12-27,OTC
MED00284,Paracetamol,371.52,50,2027-12-28,OTC
MED00285,Metformin,435.75,48,2026-06-15,Prescription
MED00286,Cetirizine,169.64,40,2025-07-30,Supplement
MED00287,Calcium,377.39,61,2025-04-17,OTC
MED00288,Cetirizine,50.39,80,2025-11-13,PersonalCare
MED00289,Azithromycin,161.69,22,2026-08-29,PersonalCare
MED00290,Ibuprofen,114.39,21,2026-11-12,Supplement
MED00291,Atorvastatin,113.97,13,2025-05-09,Supplement
MED00292,Azithromycin,38.72,15,2026-09-22,Supplement
MED00293,Paracetamol,235.89,136,2025-06-30,OTC
MED00294,Paracetamol,315.99,189,2027-04-15,Supplement
MED00295,Metformin,338.55,80,2026-10-17,PersonalCare
MED00296,Omeprazole,375.88,181,2027-06-05,Prescription
MED00297,Metformin,176.26,77,2025-09-03,Prescription
MED00298,Ibuprofen,87.85,157,2028-05-09,Supplement
MED00299,Atorvastatin,93.3,106,2026-09-21,OTC
MED00300,Ibuprofen,31.0,26,2028-11-23,PersonalCare
MED00301,Omeprazole,351.21,23,2025-02-05,OTC
MED00302,Cetirizine,96.82,64,2025-10-02,OTC
MED00303,Omeprazole,277.06,106,2027-10-29,Prescription
MED00304,Cetirizine,349.77,162,2027-10-20,Supplement
MED00305,Omeprazole,101.84,200,2027-02-20,PersonalCare
MED00306,Cetirizine,34.63,49,2028-07-17,Supplement
MED00307,Calcium,295.01,181,2025-06-26,OTC
MED00308,Paracetamol,185.73,58,2025-10-12,Supplement
MED00309,Calcium,82.16,33,2028-02-03,PersonalCare
MED00310,Paracetamol,357.66,40,2025-10-26,OTC
MED00311,Paracetamol,480.88,169,2027-08-07,Supplement
MED00312,Atorvastatin,315.53,188,2025-09-21,Supplement
MED00313,Azithromycin,287.12,31,2025-10-24,Supplement
MED00314,Ibuprofen,161.72,47,2025-04-02,Supplement
MED00315,Paracetamol,359.12,37,2028-07-17,PersonalCare
MED00316,Paracetamol,406.89,11,2026-08-13,OTC
MED00317,Cetirizine,399.82,46,2026-06-21,OTC
MED00318,Omeprazole,395.92,76,2027-09-05,Supplement
MED00319,Calcium,478.22,102,2028-11-19,Supplement
MED00320,Paracetamol,364.65,5,2026-06-11,OTC
MED00321,Atorvastatin,229.11,176,2026-06-16,Prescription
MED00322,Paracetamol,65.01,99,2026-11-06,Supplement
MED00323,Omeprazole,406.52,56,2027-11-21,PersonalCare
MED00324,Calcium,369.44,97,2026-12-13,PersonalCare
MED00325,Azithromycin,55.55,99,2028-09-11,OTC
MED00326,Omeprazole,330.63,35,2028-04-26,OTC
MED00327,Ibuprofen,496.3,186,2026-02-01,PersonalCare
MED00328,Paracetamol,462.61,123,2028-04-21,Supplement
MED00329,Calcium,453.22,20,2028-03-28,OTC
MED00330,Azithromycin,264.29,53,2026-11-06,OTC
MED00331,Metformin,431.28,133,2028-04-16,Supplement
MED00332,Azithromycin,288.86,183,2028-03-12,Supplement
MED00333,Metformin,55.24,182,2025-09-07,Supplement
MED00334,Calcium,408.26,187,2025-04-08,Supplement
MED00335,Azithromycin,167.66,32,2028-02-23,Prescription
MED00336,Atorvastatin,443.7,188,2027-04-18,PersonalCare
MED00337,Azithromycin,327.01,144,2026-11-10,Prescription
MED00338,Cetirizine,335.6,100,2027-10-08,OTC
MED00339,Metformin,434.98,194,2027-11-25,PersonalCare
MED00340,Omeprazole,420.66,84,2027-02-18,Prescription
MED00341,Cetirizine,196.43,169,2028-09-18,Prescription
MED00342,Cetirizine,272.26,42,2028-01-04,OTC
MED00343,Ibuprofen,272.93,39,2026-05-18,Supplement
MED00344,Azithromycin,40.03,130,2027-11-20,Supplement
MED00345,Omeprazole,276.89,76,2028-10-27,PersonalCare
MED00346,Calcium,455.19,163,2027-10-12,OTC
MED00347,Omeprazole,153.7,141,2026-03-25,PersonalCare
MED00348,Metformin,372.35,147,2026-10-29,PersonalCare
MED00349,Atorvastatin,90.35,59,2027-01-02,Prescription
MED00350,Ibuprofen,470.06,82,2026-12-07,Supplement
MED00351,Cetirizine,463.41,179,2028-06-29,PersonalCare
MED00352,Metformin,277.98,117,2026-07-21,OTC
MED00353,Ibuprofen,358.76,74,2027-12-15,PersonalCare
MED00354,Cetirizine,225.7,82,2025-09-04,OTC
MED00355,Calcium,223.71,85,2026-04-04,Supplement
MED00356,Omeprazole,190.68,81,2025-05-28,Supplement
MED00357,Omeprazole,169.13,28,2028-06-06,PersonalCare
MED00358,Calcium,274.11,109,2026-05-02,OTC
MED00359,Paracetamol,291.55,52,2026-12-20,Prescription
MED00360,Paracetamol,420.83,101,2026-01-28,OTC
MED00361,Ibuprofen,384.13,83,2028-03-24,PersonalCare
MED00362,Cetirizine,102.82,71,2025-10-24,Prescription
MED00363,Metformin,384.48,190,2026-03-17,Supplement
MED00364,Cetirizine,250.21,105,2028-02-08,OTC
MED00365,Metformin,229.23,177,2025-04-11,OTC
MED00366,Paracetamol,151.81,52,2026-02-07,Supplement
MED00367,Paracetamol,54.55,85,2026-03-25,PersonalCare
MED00368,Azithromycin,199.87,134,2027-03-29,PersonalCare
MED00369,Calcium,70.08,88,2026-10-31,Supplement
MED00370,Metformin,220.08,4,2026-12-08,Prescription
MED00371,Cetirizine,448.4,10,2028-06-13,PersonalCare
MED00372,Calcium,430.78,191,2027-04-06,Prescription
MED00373,Calcium,85.3,161,2026-11-13,Prescription
MED00374,Omeprazole,464.09,76,2028-07-02,OTC
MED00375,Ibuprofen,307.66,39,2028-12-26,Supplement
MED00376,Omeprazole,233.33,160,2028-10-30,Prescription
MED00377,Atorvastatin,374.17,43,2025-06-25,Supplement
MED00378,Atorvastatin,366.87,200,2028-08-22,Prescription
MED00379,Azithromycin,433.23,172,2027-10-16,PersonalCare
MED00380,Atorvastatin,439.88,140,2025-10-12,OTC
MED00381,Cetirizine,205.41,106,2026-06-17,Prescription
MED00382,Atorvastatin,210.88,164,2027-11-15,Supplement
MED00383,Metformin,379.23,0,2027-07-03,OTC
MED00384,Calcium,418.47,21,2028-09-26,OTC
MED00385,Ibuprofen,238.92,95,2027-01-29,OTC
MED00386,Cetirizine,294.84,176,2026-07-22,Supplement
MED00387,Ibuprofen,400.86,154,2025-12-05,Supplement
MED00388,Azithromycin,342.65,109,2026-07-19,Prescription
MED00389,Azithromycin,268.33,164,2026-11-20,PersonalCare
MED00390,Metformin,231.19,111,2026-12-19,PersonalCare
MED00391,Atorvastatin,299.53,9,2027-09-13,OTC
MED00392,Atorvastatin,176.55,185,2028-06-08,Supplement
MED00393,Azithromycin,326.55,78,2026-04-01,PersonalCare
MED00394,Calcium,335.48,26,2026-11-20,PersonalCare
MED00395,Cetirizine,476.36,185,2025-01-06,Supplement
MED00396,Paracetamol,253.7,177,2026-05-09,Supplement
MED00397,Ibuprofen,185.97,92,2028-04-30,PersonalCare
MED00398,Calcium,79.99,13,2028-09-21,OTC
MED00399,Ibuprofen,79.07,85,2028-08-10,Supplement
MED00400,Calcium,238.33,58,2026-08-13,Supplement
MED00401,Azithromycin,338.34,168,2026-06-22,PersonalCare
MED00402,Cetirizine,103.02,93,2027-08-18,Supplement
MED00403,Omeprazole,142.19,57,2026-12-03,Supplement
MED00404,Calcium,168.33,100,2027-12-30,Supplement
MED00405,Atorvastatin,244.44,158,2028-09-24,Supplement
MED00406,Cetirizine,134.14,37,2028-01-04,Supplement
MED00407,Atorvastatin,187.77,4,2028-10-12,Supplement
MED00408,Calcium,378.48,77,2027-09-27,Supplement
MED00409,Ibuprofen,333.74,103,2025-04-01,Prescription
MED00410,Metformin,321.47,30,2026-02-01,PersonalCare
MED00411,Cetirizine,134.4,189,2028-09-03,Supplement
MED00412,Calcium,20.9,4,2027-08-11,OTC
MED00413,Metformin,212.21,151,2027-06-30,OTC
MED00414,Metformin,370.18,126,2028-10-03,PersonalCare
MED00415,Azithromycin,487.61,31,2028-02-13,Supplement
MED00416,Atorvastatin,294.51,10,2027-11-28,Prescription
MED00417,Calcium,470.64,95,2027-04-05,OTC
MED00418,Ibuprofen,241.51,48,2028-05-31,PersonalCare
MED00419,Ibuprofen,29.26,117,2026-12-14,OTC
MED00420,Paracetamol,383.83,112,2025-03-14,PersonalCare
MED00421,Calcium,294.93,165,2026-07-07,OTC
MED00422,Calcium,280.64,179,2028-05-08,Prescription
MED00423,Atorvastatin,170.63,25,2027-03-26,Prescription
MED00424,Ibuprofen,379.65,93,2028-03-30,Prescription
MED00425,Omeprazole,233.68,173,2026-05-27,Supplement
MED00426,Azithromycin,399.48,124,2026-05-07,Supplement
MED00427,Atorvastatin,357.55,152,2027-04-15,OTC
MED00428,Calcium,47.74,32,2025-09-30,Prescription
MED00429,Metformin,393.96,54,2026-04-18,Supplement
MED00430,Ibuprofen,381.58,156,2025-01-15,OTC
MED00431,Metformin,110.99,154,2027-08-17,Supplement
MED00432,Cetirizine,256.4,79,2028-06-12,Prescription
MED00433,Omeprazole,214.49,172,2026-04-06,Supplement
MED00434,Calcium,361.89,186,2028-03-08,PersonalCare
MED00435,Calcium,388.94,16,2028-11-23,Supplement
MED00436,Paracetamol,114.09,196,2028-09-29,OTC
MED00437,Paracetamol,458.8,172,2026-04-13,Supplement
MED00438,Omeprazole,424.87,143,2025-11-11,PersonalCare
MED00439,Paracetamol,266.56,87,2026-01-07,PersonalCare
MED00440,Azithromycin,450.52,120,2028-04-25,Supplement
MED00441,Ibuprofen,87.92,129,2027-12-08,PersonalCare
MED00442,Omeprazole,470.71,26,2025-07-01,Prescription
MED00443,Cetirizine,479.32,42,2025-06-04,Supplement
MED00444,Cetirizine,174.69,40,2027-02-13,OTC
MED00445,Ibuprofen,301.08,164,2028-01-25,Prescription
MED00446,Atorvastatin,408.81,78,2027-03-19,Supplement
MED00447,Calcium,482.61,161,2028-07-12,Supplement
MED00448,Omeprazole,459.06,179,2026-03-16,Prescription
MED00449,Atorvastatin,349.49,81,2026-07-28,Supplement
MED00450,Ibuprofen,72.5,24,2028-11-09,Supplement
MED00451,Ibuprofen,122.64,115,2026-01-20,OTC
MED00452,Atorvastatin,89.3,52,2028-02-06,OTC
MED00453,Azithromycin,233.39,184,2027-05-29,Supplement
MED00454,Ibuprofen,277.79,71,2027-10-15,OTC
MED00455,Metformin,203.36,34,2025-12-06,OTC
MED00456,Ibuprofen,145.3,133,2026-05-15,Prescription
MED00457,Azithromycin,175.35,15,2025-07-19,OTC
MED00458,Cetirizine,232.6,138,2026-03-01,PersonalCare
MED00459,Paracetamol,113.89,130,2027-09-14,PersonalCare
MED00460,Metformin,244.98,123,2025-04-05,OTC
MED00461,Omeprazole,337.47,123,2027-06-11,OTC
MED00462,Azithromycin,392.23,96,2025-10-23,Supplement
MED00463,Paracetamol,251.93,167,2027-09-16,OTC
MED00464,Omeprazole,109.06,24,2027-10-19,Prescription
MED00465,Paracetamol,155.33,134,2027-11-24,PersonalCare
MED00466,Paracetamol,335.25,26,2027-10-24,PersonalCare
