id,footfall,cost,rating
143,4138,496397,2.57
144,2315,220671,1.04
145,3251,488092,2.62
146,804,331327,3.48
147,4335,470990,3.61
148,1309,149198,3.66
149,1521,288387,1.39
150,280,383961,4.08
151,4004,56421,4.36
152,3898,268279,1.58
153,2815,13114,1.48
154,3493,25565,2.91
155,383,62205,3.19
156,1049,415376,4.73
157,2916,159736,1.44
158,3954,280901,4.66
159,808,160591,4.74
160,875,320290,3.1
161,1158,354747,3.68
162,2897,288393,4.94
163,4236,12234,4.01
164,1899,493412,1.74
165,136,265962,4.79
166,4055,201006,1.52
167,1647,377902,1.74
168,1550,30259,3.39
169,2348,389223,3.05
170,3993,395899,1.3
171,3849,457616,2.28
172,2865,176971,4.39
173,1812,100761,2.98
174,2498,126460,3.99
175,4056,320466,4.4
176,660,310901,1.58
177,598,464385,4.64
178,334,19121,1.92
179,1158,232394,3.41
180,1756,129198,3.66
181,1336,209932,1.92
182,574,85923,3.95
183,3958,391164,1.32
184,758,258182,1.65
185,3937,134752,1.04
186,2359,377366,3.75
187,3042,356671,2.99
188,4624,67788,1.05
189,3710,291306,1.29
190,2280,43575,4.8
191,1385,45580,1.09
192,4328,203469,4.56
193,794,431563,3.17
194,2437,49449,3.26
195,2988,164593,3.58
196,3170,151617,1.6
197,4367,59846,4.21
198,1531,295666,2.37
199,2272,282037,3.18
200,785,463732,3.75
201,4628,368696,4.23
202,1566,85838,1.37
203,4614,429301,2.61
204,3085,276965,3.33
205,2278,199603,2.21
206,1707,182717,4.53
207,3958,401574,4.37
208,1331,492135,3.28
209,966,290648,2.64
210,4370,93519,2.75
211,2816,263646,2.9
212,3007,266640,3.55
213,4880,456887,2.72
214,3839,372217,4.17
215,616,337702,4.38
216,2676,330920,2.54
217,703,158480,2.6
218,4660,201424,3.12
219,276,408993,2.76
220,1473,318232,4.85
221,3388,102023,3.69
222,1483,91229,4.48
223,3720,119421,1.33
224,3335,213943,3.27
225,2694,473960,3.85
226,1464,342757,3.95
227,220,321846,1.76
228,2823,74253,1.77
229,4730,498356,4.58
230,769,276453,1.79
231,1719,230690,3.35
232,3719,492641,2.75
233,4888,347337,1.95
234,199,300078,1.96
235,1920,25147,2.31
236,1364,51089,3.66
237,1658,237309,2.68
238,950,133935,4.42
239,3145,141714,1.24
240,2509,14028,2.59
241,4391,244097,1.78
242,825,312874,2.95
243,887,28107,1.08
244,3264,220682,3.99
245,4818,496628,4.42
246,2178,178046,2.23
247,2248,344194,4.15
248,4571,476588,4.94
249,881,382149,3.45
250,4373,189260,3.11
251,1371,409173,4.37
252,4750,431083,4.51
253,506,179857,2.14
254,4312,222161,1.15
255,1288,311403,4.85
256,4672,236002,2.24
257,4998,14140,4.43
258,842,193885,1.45
259,3742,266414,3.87
260,3395,118639,3.21
261,1359,311689,4.85
262,2182,177872,3.11
263,4810,196678,1.09
264,2649,433073,1.6
265,3484,129615,3.64
266,2064,135847,2.08
267,2449,120939,4.19
268,563,402034,4.16
269,1236,62774,4.92
270,2433,319471,2.38
271,2958,271936,2.68
272,2129,461316,3.02
273,3295,457397,4.94
274,4182,484756,2.18
275,3249,432619,4.35
276,3584,364220,4.26
277,2899,417555,2.36
278,4200,436256,4.11
279,4346,28084,3.25
280,459,324346,2.82
281,261,438731,1.82
282,4719,188507,3.33
283,4154,446767,4.93
284,1799,402729,1.01
285,4758,402087,2.2
286,3657,214540,2.65
287,4264,14600,4.51
288,4575,389796,2.55
289,1637,168589,4.84
290,217,388236,2.1
291,4974,323040,4.19
292,393,364917,2.52
293,3181,452252,4.53
294,1835,132513,1.41
295,4643,439063,3.71
296,3113,117594,2.42
297,4914,136831,4.69
298,3060,209530,4.09
299,2996,403613,1.01
300,4720,181015,1.75
301,4569,102320,4.28
302,1006,46774,4.01
303,2787,367720,1.4
304,1286,307328,3.0
305,1855,453340,4.66
306,3059,493320,4.26
307,2232,449859,2.1
308,3884,130234,1.83
309,2125,163764,4.48
310,1148,422003,1.48
311,1112,170031,2.02
312,658,184089,4.66
313,190,143224,1.83
314,4592,194601,4.21
315,1418,184767,2.49
316,297,281830,3.75
317,4494,377298,4.66
318,1775,447262,3.88
319,4730,156939,3.19
320,3285,216007,4.2
321,3548,125319,4.25
322,1010,340751,1.11
323,86,432098,1.94
324,1966,345187,3.55
325,2057,329756,2.03
326,4650,10645,4.31
327,3057,227004,2.72
328,739,243339,3.76
329,1323,380323,3.77
330,665,237974,2.12
331,4336,215759,1.59
332,4428,306121,4.33
333,1344,135685,4.38
334,276,475008,1.61
335,2827,126681,4.97
336,3645,464895,1.18
337,3690,109958,3.86
338,2848,126358,1.04
339,1154,339122,4.15
340,612,245459,2.1
341,4320,69283,3.47
342,3227,264952,3.71
343,957,124539,3.75
344,805,250819,2.96
345,3698,380060,2.18
346,3080,468582,1.24
347,3018,423793,3.61
348,4817,189329,2.04
349,4485,165073,2.26
350,3904,255322,3.41
351,4140,204027,1.69
352,304,33495,1.26
353,172,481952,2.58
354,4003,74158,1.17
355,4431,11072,4.73
356,2184,384992,1.83
357,3702,344642,1.24
358,1734,115862,4.9
359,603,486879,3.91
360,691,276790,2.4
361,2253,488483,2.11
362,4952,9995,4.25
363,2636,468189,3.23
364,4616,221140,1.16
365,1624,171374,3.8
366,1145,357659,2.2
367,256,46444,3.46
368,2791,175090,1.67
369,660,384909,1.81
370,4660,277515,1.72
371,1478,321261,4.68
372,2097,66290,4.93
373,3535,455235,1.15
374,697,76007,4.18
375,1160,105184,3.77
376,4383,152400,2.96
377,4251,425373,1.37
378,4369,354512,4.39
379,1585,291675,1.26
380,2002,185938,2.97
381,2890,157307,4.65
382,2465,101966,4.3
383,4404,161629,2.7
384,1719,22162,3.92
385,3421,106671,3.5
386,2029,221332,2.91
387,59,8908,3.14
388,1784,252040,4.41
389,4102,126694,2.44
390,3418,111512,1.47
391,360,264673,1.36
392,356,244990,2.41
393,1537,427015,3.74
394,3121,409620,1.33
395,1197,229588,1.58
396,3003,26685,3.92
397,2659,134986,1.03
398,4177,494467,1.62
399,4274,198139,3.51
400,4514,421950,3.49
401,3801,435721,3.08
402,1990,303220,1.78
403,1079,283295,4.29
404,4806,211741,3.12
405,4701,148458,4.39
406,590,494667,1.86
407,3190,76452,4.29
408,533,304617,3.22
409,4522,183725,2.85
410,4949,120049,2.11
411,4147,423544,3.53
412,4877,354750,4.07
413,2144,375876,1.95
414,4586,263196,2.67
415,4299,222120,4.67
416,2792,110595,4.23
417,2401,302062,3.91
418,3455,298642,4.36
419,449,143543,2.29
420,245,354711,3.45
421,2323,232651,3.59
422,2655,15346,4.29
423,556,418419,2.83
424,2835,395800,3.52
425,1843,56853,1.54
426,2824,118199,4.66
427,1070,300565,4.04
428,3979,220355,1.39
429,3457,415172,2.99
430,1539,484878,1.79
431,2851,395671,1.12
432,3953,48282,4.99
433,3613,35109,3.52
434,2502,10466,3.59
435,4561,92181,3.25
436,2212,147163,4.58
437,4022,148522,3.41
438,4910,21267,1.27
439,1052,228121,1.55
440,2106,346540,2.97
441,1071,256152,4.32
442,4403,380577,2.75
443,3889,101435,2.39
444,2062,168327,3.33
445,4396,402604,1.6
446,2534,315558,3.69
447,1545,162246,1.18
448,3230,419734,1.92
449,3321,181166,1.46
450,3687,427633,1.86
451,2249,75823,2.95
452,155,258394,2.74
453,2208,348554,4.6
454,88,451027,3.07
455,1569,87860,1.45
456,4389,198753,3.51
457,2219,274559,2.25
458,800,18172,3.1
459,3173,104286,4.78
460,61,464637,1.33
461,2670,55263,4.41
462,1376,267482,3.3
463,323,186314,2.6
464,4886,444670,4.81
465,4708,270727,4.0
466,2198,142082,3.34
467,1307,489220,3.36
468,3038,119032,1.21
469,4063,278032,1.9
470,4507,355336,2.72
471,1835,136941,4.36
472,50,255087,2.2
473,1100,86691,2.9
474,1936,198859,4.7
475,964,488212,3.53
476,4784,192730,1.37
477,3989,142881,3.19
478,1725,187329,4.46
479,754,147999,2.15
480,1425,468505,2.05
481,157,13317,2.48
482,1433,131770,1.79
483,3904,24262,1.79
484,3119,153904,4.47
485,2376,482475,3.03
486,4723,279541,1.45
487,3865,41340,2.99
488,2067,131888,2.33
489,3605,391416,3.04
490,3565,162600,3.25
491,1319,163008,2.56
492,3445,363346,2.99
493,2066,277654,2.55
494,547,176522,2.96
495,4495,233357,1.49
496,1701,246366,2.84
497,4455,180895,3.73
498,4177,87070,3.92
499,1413,237719,4.62
500,3924,136772,1.78
501,2267,136692,3.16
502,2310,276357,4.57
503,4983,227943,2.99
504,3019,413562,1.42
505,1676,150744,3.45
506,3880,248159,4.79
507,3446,347514,3.2
508,3636,279108,2.69
509,3067,182976,3.64
510,150,22478,1.71
511,3022,481940,4.77
512,4247,169384,1.11
513,2889,495419,2.04
514,3187,93588,4.99
515,1794,426824,2.92
516,1875,331481,3.6
517,4902,327392,1.51
518,423,293108,4.78
519,4145,319855,1.83
520,481,169898,2.85
521,4345,496893,1.57
522,4133,499222,4.74
523,3867,442326,3.59
524,2766,156188,2.0
525,1796,142903,3.21
526,2649,65057,3.72
527,2640,21449,4.65
528,3710,138769,4.7
529,4373,316264,1.19
530,2376,101494,3.56
531,2633,407814,4.36
532,3105,357337,2.91
533,3800,162561,2.75
534,165,191720,3.74
535,731,12538,3.22
536,2366,317764,3.15
537,267,477635,4.39
538,1558,238943,3.16
539,1711,451888,1.42
540,339,292560,1.79
541,4714,348178,3.95
542,2930,190984,4.61
543,4132,360976,2.23
544,3790,224130,1.95
545,4917,255733,4.12
546,2295,199206,1.19
547,2206,404531,4.49
548,1041,36930,2.02
549,4732,419866,1.96
550,494,220579,2.49
551,4206,319900,1.32
552,1400,328437,3.32
553,2579,166911,2.12
554,819,465712,2.22
555,3505,236614,3.93
556,289,406259,3.13
557,877,477221,3.0
558,1692,93300,1.41
559,3935,461004,2.38
560,4024,62187,3.07
561,4317,144752,3.72
562,2727,494458,2.84
563,3875,431145,2.11
564,3185,100178,3.21
565,183,494444,2.86
566,1264,223940,4.63
567,1020,262926,3.7
568,3222,178929,3.09
569,2166,94076,4.86
570,2959,107038,4.99
571,2902,20260,3.55
572,1827,397036,3.43
573,2751,321826,4.68
574,2943,305144,4.8
575,1772,391338,1.7
576,1412,255681,2.61
577,650,462825,3.96
578,2963,229525,4.48
579,4598,426392,3.7
580,4740,336087,3.84
581,2289,455857,1.04
582,1090,362157,2.33
583,2200,319019,3.5
584,4853,254638,2.42
585,821,218082,2.42
586,1499,258316,2.18
587,2617,95982,2.7
588,3017,474504,1.86
589,224,426353,4.75
590,4733,85362,1.13
591,2944,465967,1.32
592,2406,413726,4.29
593,3468,89060,1.94
594,3119,212001,3.31
595,4474,172417,3.77
596,3535,276236,3.22
597,3651,332570,1.93
598,4358,65380,1.62
599,2628,379099,1.31
600,4199,167025,4.5
601,1905,262513,4.7
602,3486,190233,3.94
603,2335,187566,3.34
604,864,135034,3.91
605,898,224015,2.39
606,1660,384092,4.91
607,962,52648,2.6
608,647,36033,4.44
609,2751,253775,1.67
610,2227,462530,2.01
611,3499,276298,2.07
612,598,20490,3.77
613,1254,46556,3.7
614,2528,378719,2.58
615,2276,129781,4.54
616,4465,484141,4.78
617,2715,151321,4.13
618,3011,240719,3.78
619,1637,110367,3.83
620,3489,372453,2.53
621,256,360974,1.36
622,3074,25359,4.32
623,1304,466938,4.56
624,3493,48763,1.99
625,2597,176962,4.61
626,3550,80828,2.67
627,2520,464103,4.7
628,1848,252550,1.17
629,586,484919,3.95
630,3613,169199,3.51
631,4995,208244,2.17
632,4220,71967,1.73
633,1765,213098,2.61
634,1175,53635,3.32
635,400,142846,3.3
636,3123,318268,4.93
637,3121,350998,2.73
638,2391,106896,4.99
639,3378,181689,1.56
640,3282,86003,3.0
641,4894,61237,3.82
642,2812,82399,3.61
643,4485,289653,2.14
644,1487,87565,4.97
645,3897,427667,1.31
646,3985,446758,1.7
647,1285,114230,3.9
648,1054,469417,4.2
649,4406,204516,3.34
650,3515,339667,2.52
651,1122,164321,3.15
652,4973,18410,3.23
653,4042,22068,1.27
654,4465,112856,1.31
655,1815,253724,4.39
656,3657,136529,1.13
657,1386,424179,1.72
658,3544,362954,2.6
659,4573,338885,3.03
660,2219,215444,1.34
661,4188,236035,3.78
662,3974,359317,4.56
663,3407,493053,3.46
664,72,308955,2.78
665,2519,419538,4.58
666,783,335753,3.45
667,930,65759,3.73
668,1255,456974,4.55
669,1938,229867,2.42
670,122,116815,2.37
671,740,473232,4.48
672,2400,362584,3.94
673,2361,437775,2.19
674,2204,205287,3.81
675,2100,56613,2.82
676,1197,188015,1.0
677,3908,240937,1.61
678,3437,14099,3.18
679,2873,150443,3.83
680,2333,180733,1.7
681,475,362396,2.27
682,2198,215263,1.28
683,3024,97270,3.72
684,2951,263231,4.03
685,1221,236264,1.14
686,2031,282589,2.79
687,4522,375759,4.26
688,3113,14452,1.22
689,4698,447043,2.88
690,4319,250869,1.1
691,3019,180782,1.23
692,164,237587,2.57
693,2845,217568,2.11
694,655,136799,2.46
695,2750,458127,3.42
696,3098,462580,2.17
697,3231,221295,2.27
698,4404,294045,1.02
699,4008,158884,2.4
700,1416,450785,2.14
701,3920,351252,2.4
702,2269,426646,4.58
703,4582,465061,1.66
704,1601,87174,2.53
705,3409,30519,3.83
706,4044,450856,3.31
707,3191,331888,4.94
708,1578,231719,4.61
709,3183,143894,1.58
710,921,156619,1.67
711,3156,442688,3.79
712,608,74846,4.51
713,655,391198,4.27
714,4949,439735,3.74
715,2118,83057,4.27
716,372,106691,2.81
717,962,86766,4.25
718,2909,166896,2.21
719,176,269507,2.08
720,4789,325543,3.89
721,906,5634,1.58
722,947,296592,4.46
723,3551,347557,3.93
724,635,53995,3.21
725,2190,411905,1.05
726,897,261142,2.26
727,2851,25390,3.17
728,1711,11096,4.81
729,1713,338425,2.36
730,1884,439648,4.59
731,3683,478695,3.97
732,3792,208417,2.94
733,2736,339284,3.43
734,4995,76989,3.45
735,721,256058,1.19
736,1731,149768,2.26
737,3303,458569,1.24
738,4225,229296,2.21
739,3746,294643,2.45
740,3166,380601,1.63
741,2404,257933,4.06
742,1609,486605,1.13
743,882,225534,2.66
744,4654,30185,2.21
745,4233,455585,2.09
746,3719,304740,3.41
747,3854,412807,2.2
748,495,71438,4.85
749,3646,496888,4.29
750,436,339084,4.32
751,342,12661,1.21
752,1411,298277,1.55
753,55,426901,4.82
754,3213,104088,2.46
755,2024,233347,1.88
756,2298,277977,1.9
757,4073,177667,1.1
758,4281,241073,2.12
759,3688,62094,3.51
760,1015,179728,1.64
761,3651,118797,2.83
762,3199,144310,2.1
763,2161,124279,1.53
764,1011,213577,3.65
765,395,328598,4.14
766,2797,133208,4.67
767,3753,236756,1.58
768,529,123100,4.59
769,4114,222302,2.06
770,166,57991,3.15
771,3039,166079,4.67
772,1168,302464,3.41
773,2498,88212,1.32
774,2557,91188,1.7
775,4439,155708,1.25
776,824,240154,3.83
777,4658,12155,2.67
778,1798,243178,2.99
779,1692,431511,3.52
780,1399,67137,1.84
781,4037,454741,4.48
782,3987,125077,3.47
783,2464,335159,2.22
784,1209,174947,2.94
785,1490,398339,1.6
786,4719,190665,4.2
787,1353,409166,3.8
788,1001,395793,4.57
789,1189,277059,1.03
790,3439,310550,4.3
791,2040,25529,3.05
792,1497,100342,2.58
793,4887,465178,3.18
794,2912,350185,4.89
795,2740,14330,3.05
796,3952,135508,2.37
797,2371,362691,3.52
798,852,274152,3.84
799,3565,449008,1.78
800,2142,68689,3.07
801,4275,180177,4.31
802,1352,374572,3.69
803,2940,75020,2.72
804,4880,291150,4.98
805,3968,216222,2.77
806,4116,97351,4.46
807,117,32335,1.98
808,3148,120433,1.68
809,3408,159456,2.32
810,1709,478204,3.82
811,2133,496232,4.25
812,228,480899,2.21
813,1967,144644,3.42
814,448,479130,2.12
815,1586,163041,2.51
816,4600,456319,2.69
817,956,274194,1.16
818,4746,160724,4.79
819,2112,123645,1.24
820,4115,153687,2.18
821,4532,284577,3.08
822,1789,131782,3.19
823,2140,321588,2.52
824,2640,114592,3.42
825,2173,406022,2.77
826,4704,430089,4.24
827,2989,252215,4.16
828,2787,409231,4.25
829,2775,286099,2.3
830,1036,300331,4.66
831,3081,374475,2.49
832,4615,15993,4.06
833,2377,40679,2.75
834,659,323135,1.96
835,1942,329674,3.59
836,4383,102353,1.22
837,983,323730,1.31
838,1681,77301,1.3
839,3525,362165,3.09
840,3605,298411,3.46
841,2579,391374,4.75
842,1145,445441,1.07
843,1045,301777,1.78
844,4324,178867,4.93
845,570,310093,4.62
846,4543,478918,2.11
847,2072,269502,2.05
848,2973,86101,3.0
849,4901,41505,4.69
850,3557,443365,2.83
851,330,428879,2.77
852,1943,282053,1.82
853,4152,153397,3.8
854,3946,402637,2.86
855,4306,263312,2.79
856,3159,455165,4.27
857,2839,129755,1.8
858,779,26104,3.85
859,3615,337703,2.44
860,2851,239552,4.41
861,3398,20184,1.09
862,523,252162,2.25
863,1454,238954,2.19
864,2664,469158,1.66
865,457,254563,2.54
866,2141,127813,2.52
867,3025,416127,4.77
868,3036,68165,4.36
869,1016,343139,2.67
870,470,217181,4.51
871,2332,274722,2.12
872,2515,448189,2.95
873,2312,309341,1.24
874,540,312763,3.34
875,877,347073,3.01
876,4670,290355,4.64
877,4975,429515,2.47
878,4770,339804,4.59
879,883,190811,1.89
880,1644,136086,2.03
881,2918,420093,3.74
882,4466,307671,2.58
883,823,454335,1.32
884,1790,252027,1.62
885,1807,226536,4.86
886,1713,7827,4.06
887,838,483344,2.99
888,2471,304212,1.65
889,600,326514,2.98
890,114,437479,1.63
891,4279,323949,4.57
892,2942,335276,3.2
893,3269,158974,3.46
894,4875,337221,1.32
895,1366,257638,2.1
896,4282,179476,4.88
897,4102,397420,2.48
898,1328,66032,1.48
899,93,123995,3.57
900,366,290205,2.68
901,3522,181445,1.14
902,1093,55981,1.04
903,3566,205006,1.45
904,4102,38701,3.82
905,1951,386877,2.43
906,156,259446,3.87
907,1202,7072,4.53
908,87,34634,3.34
909,2801,170599,3.08
910,1838,92197,4.53
911,2912,179776,1.4
912,978,39515,3.12
913,1809,25967,2.21
914,1365,265758,2.77
915,1235,275920,1.87
916,827,240438,3.35
917,4556,197530,2.38
918,559,323378,3.48
919,981,270641,1.96
920,402,356617,4.72
921,2996,446205,1.91
922,1738,78933,4.25
923,1518,66168,4.64
924,4192,247246,3.95
925,1233,54017,2.45
926,3646,345945,4.25
927,950,164050,4.44
928,566,347498,2.68
929,2049,117422,3.61
930,4429,10505,3.87
931,1102,420809,4.23
932,3209,358665,2.06
933,3899,11874,1.95
934,4796,402683,2.62
935,3595,377518,3.74
936,891,152541,3.06
937,1216,230722,4.26
938,1609,481472,1.5
939,2860,19238,1.21
940,4865,12679,3.23
941,2900,101442,4.25
942,3475,101802,1.37
943,517,47151,3.37
944,2289,120389,1.11
945,3394,291016,4.33
946,3055,244376,3.71
947,1310,419979,1.35
948,4569,149919,2.63
949,3373,269063,4.71
950,3537,465048,3.78
951,3509,312140,1.9
952,715,106008,2.34
953,2066,136031,2.71
954,4849,56599,1.64
955,1657,345978,2.38
956,4560,20915,2.66
957,2309,371660,4.45
958,3481,73026,2.43
959,4818,415464,3.78
960,3349,459002,2.2
961,2398,227523,1.08
962,1112,466589,4.0
963,1595,156326,1.92
964,4664,94751,1.52
965,262,187591,4.55
966,2511,341795,1.25
967,306,493789,4.91
968,3365,5051,3.51
969,4506,463554,1.79
970,2507,451194,2.28
971,148,64948,4.11
972,3005,489281,1.29
973,3048,441221,3.82
974,1836,379165,1.53
975,545,247997,2.01
976,1210,13684,1.0
977,793,101685,1.33
978,935,264489,1.32
979,1688,443018,2.34
980,1758,112178,4.62
981,1292,64564,4.23
982,1857,304085,2.77
983,487,34064,2.84
984,4400,93518,2.74
985,1160,216899,2.87
986,3364,148530,3.95
987,4051,407919,2.35
988,4499,41423,2.7
989,3650,488405,2.25
990,1086,24540,3.05
991,2332,85939,1.67
992,936,82425,4.8
993,4196,251774,4.56
994,1375,184667,4.72
995,2602,398871,4.56
996,2739,277770,1.93
997,4467,465289,4.05
998,4588,428466,3.54
999,4201,334089,3.48
1000,4986,23376,4.7
