cardID,playerID,playerName,tokens,game
C00333,P00333,Sam,30,Air_Hockey
C00334,P00334,Kavya,30,VR_Racing
C00335,P00335,Aditi,10,VR_Adventure
C00336,P00336,Varun,75,Air_Hockey
C00337,P00337,Aditya,50,Arcade_Shooter
C00338,P00338,Ananya,10,Bowling
C00339,P00339,Sneha,10,Air_Hockey
C00340,P00340,Ishaan,30,Arcade_Shooter
C00341,P00341,Ayush,150,VR_Racing
C00342,P00342,Kavya,150,Bowling
C00343,P00343,Rohit,10,Air_Hockey
C00344,P00344,Kushvendra,10,Bowling
C00345,P00345,Kavya,150,VR_Racing
C00346,P00346,Manthan,20,Air_Hockey
C00347,P00347,Kavya,30,Bowling
C00348,P00348,Varun,100,Arcade_Shooter
C00349,P00349,Maya,150,Air_Hockey
C00350,P00350,Maya,30,Bowling
C00351,P00351,Kavya,10,VR_Adventure
C00352,P00352,Aditya,150,Arcade_Shooter
C00353,P00353,Rohit,75,VR_Racing
C00354,P00354,Kavya,75,VR_Adventure
C00355,P00355,Sneha,150,Air_Hockey
C00356,P00356,Arjun,10,VR_Adventure
C00357,P00357,Saanvi,150,VR_Adventure
C00358,P00358,Saanvi,50,Arcade_Shooter
C00359,P00359,Maya,50,Bowling
C00360,P00360,Riya,30,Arcade_Shooter
C00361,P00361,Sneha,100,Air_Hockey
C00362,P00362,Aarav,100,Air_Hockey
C00363,P00363,Pranav,100,VR_Racing
C00364,P00364,Pranav,50,Bowling
C00365,P00365,Kavya,10,Arcade_Shooter
C00366,P00366,Neha,100,VR_Racing
C00367,P00367,Saanvi,30,Arcade_Shooter
C00368,P00368,Pranav,20,Bowling
C00369,P00369,Manthan,30,Air_Hockey
C00370,P00370,Vivaan,75,Arcade_Shooter
C00371,P00371,Arjun,150,Air_Hockey
C00372,P00372,Arjun,150,VR_Racing
C00373,P00373,Saanvi,75,Bowling
C00374,P00374,Aditya,150,Bowling
C00375,P00375,Manthan,10,VR_Racing
C00376,P00376,Sam,100,Bowling
C00377,P00377,Kavya,20,Bowling
C00378,P00378,Arjun,150,Air_Hockey
C00379,P00379,Kushvendra,10,Bowling
C00380,P00380,Ayush,75,VR_Adventure
C00381,P00381,Ishaan,75,Bowling
C00382,P00382,Varun,20,VR_Racing
C00383,P00383,Rohit,20,Air_Hockey
C00384,P00384,Vivaan,20,Air_Hockey
C00385,P00385,Saanvi,20,Bowling
C00386,P00386,Ishaan,100,Arcade_Shooter
C00387,P00387,Maya,20,Air_Hockey
C00388,P00388,Varun,10,Arcade_Shooter
C00389,P00389,Arjun,50,Air_Hockey
C00390,P00390,Riya,50,Arcade_Shooter
C00391,P00391,Ananya,20,Air_Hockey
C00392,P00392,Arjun,50,Air_Hockey
C00393,P00393,Neha,50,Bowling
C00394,P00394,Neha,75,Bowling
C00395,P00395,Varun,150,VR_Adventure
C00396,P00396,Aditya,75,Bowling
C00397,P00397,Ayush,75,Air_Hockey
C00398,P00398,Rohit,150,Bowling
C00399,P00399,Sam,100,Arcade_Shooter
C00400,P00400,Sam,30,Bowling
C00401,P00401,Maya,75,Arcade_Shooter
C00402,P00402,Vivaan,20,Air_Hockey
C00403,P00403,Sneha,30,Air_Hockey
C00404,P00404,Riya,150,Air_Hockey
C00405,P00405,Neha,75,Bowling
C00406,P00406,Maya,10,Bowling
C00407,P00407,Ananya,50,Air_Hockey
C00408,P00408,Rohit,100,VR_Adventure
C00409,P00409,Saanvi,150,Arcade_Shooter
C00410,P00410,Ishaan,20,VR_Racing
C00411,P00411,Ayush,10,Arcade_Shooter
C00412,P00412,Aditya,50,Air_Hockey
C00413,P00413,Maya,10,Bowling
C00414,P00414,Ananya,30,VR_Racing
C00415,P00415,Saanvi,75,VR_Adventure
C00416,P00416,Ananya,20,Arcade_Shooter
C00417,P00417,Aditya,100,Bowling
C00418,P00418,Aditya,75,VR_Racing
C00419,P00419,Aditya,50,Air_Hockey
C00420,P00420,Kavya,75,VR_Racing
C00421,P00421,Riya,20,Air_Hockey
C00422,P00422,Arjun,75,VR_Racing
C00423,P00423,Aditya,150,VR_Adventure
C00424,P00424,Ananya,75,VR_Adventure
C00425,P00425,Maya,100,Bowling
C00426,P00426,Saanvi,10,VR_Racing
C00427,P00427,Manthan,30,Arcade_Shooter
C00428,P00428,Sam,50,VR_Adventure
C00429,P00429,Aditya,30,Air_Hockey
C00430,P00430,Ananya,30,VR_Racing
C00431,P00431,Kushvendra,75,VR_Racing
C00432,P00432,Aarav,100,Air_Hockey
C00433,P00433,Neha,10,VR_Adventure
C00434,P00434,Neha,150,Arcade_Shooter
C00435,P00435,Ananya,100,Air_Hockey
C00436,P00436,Manthan,10,Bowling
C00437,P00437,Ayush,10,Arcade_Shooter
C00438,P00438,Neha,100,Arcade_Shooter
C00439,P00439,Arjun,30,Air_Hockey
C00440,P00440,Aditi,100,VR_Adventure
C00441,P00441,Arjun,20,Bowling
C00442,P00442,Aditya,100,VR_Adventure
C00443,P00443,Arjun,150,Air_Hockey
C00444,P00444,Aditya,150,Arcade_Shooter
C00445,P00445,Kushvendra,10,Air_Hockey
C00446,P00446,Arjun,10,VR_Racing
C00447,P00447,Varun,30,VR_Racing
C00448,P00448,Vivaan,30,Air_Hockey
C00449,P00449,Maya,75,Air_Hockey
C00450,P00450,Aarav,50,Arcade_Shooter
C00451,P00451,Maya,75,VR_Racing
C00452,P00452,Ishaan,75,VR_Adventure
C00453,P00453,Sneha,100,Bowling
C00454,P00454,Riya,150,Air_Hockey
C00455,P00455,Varun,50,Air_Hockey
C00456,P00456,Manthan,10,VR_Adventure
C00457,P00457,Saanvi,50,VR_Adventure
C00458,P00458,Vivaan,150,Air_Hockey
C00459,P00459,Aditi,150,Arcade_Shooter
C00460,P00460,Aditya,30,VR_Racing
C00461,P00461,Rohit,20,Air_Hockey
C00462,P00462,Saanvi,10,VR_Adventure
C00463,P00463,Rohit,10,Bowling
C00464,P00464,Saanvi,75,VR_Racing
C00465,P00465,Saanvi,75,VR_Racing
C00466,P00466,Maya,20,VR_Racing
C00467,P00467,Ishaan,30,Air_Hockey
C00468,P00468,Riya,50,VR_Racing
C00469,P00469,Sneha,10,Arcade_Shooter
C00470,P00470,Pranav,50,Bowling
C00471,P00471,Varun,150,Bowling
C00472,P00472,Rohit,75,VR_Adventure
C00473,P00473,Aditi,150,VR_Adventure
C00474,P00474,Maya,20,VR_Racing
C00475,P00475,Ananya,20,Air_Hockey
C00476,P00476,Ananya,75,VR_Racing
C00477,P00477,Kushvendra,20,Arcade_Shooter
C00478,P00478,Maya,150,Arcade_Shooter
C00479,P00479,Riya,20,VR_Adventure
C00480,P00480,Rohit,100,Arcade_Shooter
C00481,P00481,Kushvendra,30,VR_Racing
C00482,P00482,Aditya,30,VR_Adventure
C00483,P00483,Ananya,75,Bowling
C00484,P00484,Sneha,150,Bowling
C00485,P00485,Pranav,20,VR_Racing
C00486,P00486,Varun,75,Air_Hockey
C00487,P00487,Pranav,30,VR_Adventure
C00488,P00488,Kavya,50,VR_Adventure
C00489,P00489,Ishaan,10,Air_Hockey
C00490,P00490,Sam,20,Bowling
C00491,P00491,Neha,20,Air_Hockey
C00492,P00492,Neha,75,VR_Adventure
C00493,P00493,Ananya,50,Bowling
C00494,P00494,Manthan,100,Bowling
C00495,P00495,Aarav,30,Bowling
C00496,P00496,Aditi,20,VR_Adventure
C00497,P00497,Sneha,30,VR_Racing
C00498,P00498,Aarav,150,Air_Hockey
C00499,P00499,Rohit,10,VR_Adventure
C00500,P00500,Sam,10,Arcade_Shooter
C00501,P00501,Aditya,50,Arcade_Shooter
C00502,P00502,Aditya,100,VR_Racing
C00503,P00503,Ananya,150,Bowling
C00504,P00504,Sam,100,VR_Adventure
C00505,P00505,Aarav,30,Arcade_Shooter
C00506,P00506,Saanvi,20,VR_Racing
C00507,P00507,Manthan,100,Air_Hockey
C00508,P00508,Sam,50,Bowling
C00509,P00509,Aarav,10,VR_Racing
C00510,P00510,Vivaan,30,Air_Hockey
C00511,P00511,Aarav,10,VR_Adventure
C00512,P00512,Saanvi,20,Bowling
C00513,P00513,Riya,10,Air_Hockey
C00514,P00514,Riya,20,Air_Hockey
C00515,P00515,Ishaan,100,VR_Adventure
C00516,P00516,Saanvi,10,Air_Hockey
C00517,P00517,Kavya,20,Air_Hockey
C00518,P00518,Ayush,150,Arcade_Shooter
C00519,P00519,Ananya,10,Air_Hockey
C00520,P00520,Aditya,30,VR_Racing
C00521,P00521,Aditi,20,Arcade_Shooter
C00522,P00522,Aditya,10,VR_Racing
C00523,P00523,Sneha,10,Air_Hockey
C00524,P00524,Aditya,75,VR_Adventure
C00525,P00525,Pranav,30,Air_Hockey
C00526,P00526,Kavya,10,Bowling
C00527,P00527,Aditya,75,VR_Adventure
C00528,P00528,Manthan,10,VR_Adventure
C00529,P00529,Vivaan,75,VR_Racing
C00530,P00530,Aarav,150,Bowling
C00531,P00531,Neha,150,Air_Hockey
C00532,P00532,Ananya,100,Bowling
C00533,P00533,Riya,150,Air_Hockey
C00534,P00534,Ananya,30,VR_Adventure
C00535,P00535,Manthan,10,Air_Hockey
C00536,P00536,Neha,20,Bowling
C00537,P00537,Riya,30,VR_Racing
C00538,P00538,Ananya,100,VR_Racing
C00539,P00539,Arjun,100,Arcade_Shooter
C00540,P00540,Varun,150,Air_Hockey
C00541,P00541,Sneha,10,VR_Racing
C00542,P00542,Ayush,50,Bowling
C00543,P00543,Neha,10,Arcade_Shooter
C00544,P00544,Pranav,75,Arcade_Shooter
C00545,P00545,Saanvi,30,Air_Hockey
C00546,P00546,Rohit,50,Bowling
C00547,P00547,Vivaan,100,Bowling
C00548,P00548,Sam,10,Bowling
C00549,P00549,Sneha,10,Air_Hockey
C00550,P00550,Kushvendra,20,Arcade_Shooter
C00551,P00551,Arjun,100,Air_Hockey
C00552,P00552,Maya,75,Air_Hockey
C00553,P00553,Manthan,20,Air_Hockey
C00554,P00554,Aditya,30,VR_Adventure
C00555,P00555,Rohit,75,VR_Adventure
C00556,P00556,Varun,75,VR_Racing
C00557,P00557,Ayush,150,VR_Adventure
C00558,P00558,Ananya,10,Air_Hockey
C00559,P00559,Aditya,30,VR_Racing
C00560,P00560,Vivaan,10,Bowling
C00561,P00561,Riya,100,Bowling
C00562,P00562,Aditya,20,Bowling
C00563,P00563,Varun,30,Bowling
C00564,P00564,Pranav,50,Air_Hockey
C00565,P00565,Saanvi,10,Arcade_Shooter
C00566,P00566,Rohit,10,Air_Hockey
C00567,P00567,Kavya,10,VR_Adventure
C00568,P00568,Aarav,100,Air_Hockey
C00569,P00569,Ayush,75,Bowling
C00570,P00570,Pranav,30,VR_Racing
C00571,P00571,Aditi,30,Air_Hockey
C00572,P00572,Aarav,20,Bowling
C00573,P00573,Aarav,10,VR_Racing
C00574,P00574,Sneha,50,VR_Racing
C00575,P00575,Rohit,10,Air_Hockey
C00576,P00576,Aditya,20,VR_Racing
C00577,P00577,Aditya,10,Arcade_Shooter
C00578,P00578,Rohit,20,VR_Adventure
C00579,P00579,Ananya,150,VR_Racing
C00580,P00580,Varun,100,VR_Racing
C00581,P00581,Rohit,20,VR_Racing
C00582,P00582,Ananya,30,Air_Hockey
C00583,P00583,Sam,50,Bowling
C00584,P00584,Neha,30,VR_Racing
C00585,P00585,Aarav,10,VR_Adventure
C00586,P00586,Vivaan,100,Bowling
C00587,P00587,Pranav,150,Arcade_Shooter
C00588,P00588,Ayush,100,VR_Racing
C00589,P00589,Rohit,75,Arcade_Shooter
C00590,P00590,Pranav,10,VR_Racing
C00591,P00591,Neha,150,Bowling
C00592,P00592,Saanvi,30,Arcade_Shooter
C00593,P00593,Pranav,100,VR_Racing
C00594,P00594,Aditya,30,Air_Hockey
C00595,P00595,Kushvendra,30,Air_Hockey
C00596,P00596,Neha,20,Bowling
C00597,P00597,Varun,20,Arcade_Shooter
C00598,P00598,Ananya,150,VR_Racing
C00599,P00599,Neha,30,Arcade_Shooter
C00600,P00600,Vivaan,150,VR_Racing
C00601,P00601,Neha,75,Bowling
C00602,P00602,Ayush,10,Arcade_Shooter
C00603,P00603,Varun,150,VR_Adventure
C00604,P00604,Manthan,10,Bowling
C00605,P00605,Maya,20,Arcade_Shooter
C00606,P00606,Kavya,100,Air_Hockey
C00607,P00607,Ayush,30,Arcade_Shooter
C00608,P00608,Vivaan,150,Air_Hockey
C00609,P00609,Pranav,50,Bowling
C00610,P00610,Kushvendra,20,Arcade_Shooter
C00611,P00611,Aditya,50,Bowling
C00612,P00612,Sam,150,Bowling
C00613,P00613,Aarav,50,VR_Racing
C00614,P00614,Kushvendra,100,Bowling
C00615,P00615,Aditya,10,Arcade_Shooter
C00616,P00616,Sneha,100,VR_Racing
C00617,P00617,Ananya,100,Bowling
C00618,P00618,Neha,100,Arcade_Shooter
C00619,P00619,Aditya,150,VR_Racing
C00620,P00620,Sneha,75,VR_Adventure
