id,footfall,cost,rating
130,3853,242872,3.09
131,4648,30150,4.44
132,1639,385356,2.72
133,1109,377358,1.01
134,4763,192765,2.45
135,4317,405308,4.96
136,218,18572,1.83
137,405,206280,1.37
138,4828,241153,4.55
139,3140,213814,1.51
140,654,183280,2.34
141,2147,302758,2.96
142,231,141213,4.15
143,4164,103330,1.15
144,3764,292117,1.3
145,1784,100054,2.84
146,437,340794,3.65
147,4517,448778,1.67
148,3221,308612,3.77
149,4506,242450,3.04
150,1702,414016,2.33
151,2082,352081,2.68
152,3771,467786,1.15
153,3420,374988,3.67
154,248,364507,2.59
155,4062,358186,4.89
156,1092,50625,4.59
157,2448,374866,1.38
158,2182,222857,1.48
159,3343,422596,3.03
160,514,173628,4.23
161,1289,416219,3.59
162,3685,302870,3.43
163,3264,122457,2.34
164,3983,281234,4.16
165,1636,205225,2.72
166,144,260906,4.47
167,4302,121660,4.73
168,649,435626,2.29
169,3234,354186,3.4
170,2236,215814,3.41
171,2466,6591,4.4
172,1928,404420,4.63
173,396,70692,3.83
174,1819,446123,2.64
175,1520,368961,4.88
176,4832,486189,4.75
177,1110,320085,2.54
178,2445,78470,2.66
179,3787,286862,1.06
180,1845,389251,3.09
181,1265,209399,4.61
182,2732,371513,4.52
183,4491,428377,2.96
184,1269,34823,1.17
185,2884,307908,4.33
186,247,453474,1.82
187,459,113140,3.89
188,2262,296169,2.77
189,1936,198350,1.97
190,862,350820,1.69
191,854,373069,4.26
192,3709,336805,4.38
193,301,164290,1.45
194,1757,13941,1.15
195,4098,469800,1.76
196,3572,65448,2.92
197,2735,362129,4.51
198,1779,299343,1.67
199,3440,494428,2.78
200,1176,170597,4.26
201,3635,200818,1.96
202,2690,447205,3.09
203,2555,216050,2.46
204,4231,85855,4.8
205,626,335155,1.48
206,1114,359982,2.22
207,3965,99231,4.78
208,1899,484437,3.64
209,4331,254843,2.48
210,3749,358847,2.29
211,3640,51996,2.34
212,2528,95447,1.94
213,2971,496085,3.15
214,4966,452948,4.55
215,3845,160918,1.01
216,4906,378571,2.55
217,1758,291585,2.14
218,1949,327666,2.23
219,3578,153666,2.41
220,926,105250,3.05
221,345,303592,1.94
222,3242,200499,3.5
223,555,273888,1.49
224,1413,302599,1.51
225,2336,444411,3.56
226,3007,344442,2.74
227,71,21120,4.08
228,1385,197837,2.63
229,456,270712,2.74
230,1312,244204,2.6
231,1711,9015,1.02
232,1156,320226,4.13
233,2844,435922,3.46
234,2840,412245,1.49
235,2520,452355,3.72
236,2068,195493,2.16
237,2343,316578,2.15
238,3318,175124,1.98
239,136,72893,1.11
240,678,44827,1.98
241,3450,320829,2.32
242,4869,431789,1.74
243,3185,279936,4.4
244,1859,108464,3.5
245,3589,291729,4.86
246,2247,202995,4.66
247,4124,6701,4.89
248,2634,132396,3.06
249,2972,169702,3.36
250,3895,33131,3.13
251,1749,73410,3.68
252,4329,54204,4.36
253,102,240703,3.6
254,1284,377590,1.76
255,3083,449409,2.39
256,3358,257925,1.88
257,3444,219865,2.92
258,142,332101,3.52
259,82,433269,1.99
260,4066,110337,2.75
261,3584,187135,2.03
262,2617,414892,4.73
263,4913,275022,4.75
264,3046,219889,2.17
265,4361,49588,4.57
266,636,440240,3.0
267,2885,462618,5.0
268,4922,49871,3.67
269,486,55738,3.28
270,4835,333434,2.63
271,1898,34767,2.35
272,1610,334075,2.99
273,2119,445312,2.19
274,3101,175323,2.02
275,3644,249434,4.18
276,2298,8641,4.0
277,3764,361344,4.59
278,2582,142899,2.36
279,2734,264558,4.15
280,3696,350182,3.56
281,1581,303538,4.25
282,3831,109185,3.24
283,552,7309,4.79
284,3905,195587,2.3
285,4128,410920,4.57
286,2379,83165,4.56
287,978,78577,2.22
288,4918,373536,3.76
289,1072,120381,1.92
290,2746,465877,3.47
291,867,154323,1.23
292,705,127649,2.07
293,1777,290557,4.75
294,3588,430278,2.21
295,1859,140046,4.31
296,2363,97113,4.96
297,1481,81969,1.15
298,2238,278697,1.82
299,896,352216,2.68
300,1731,446748,4.19
301,535,311559,3.57
302,2757,141858,4.65
303,3103,36836,4.05
304,1421,217158,4.85
305,4106,262758,2.9
306,2348,492132,4.71
307,2395,30834,4.98
308,4683,445408,2.0
309,431,212783,1.24
310,4781,479012,4.13
311,866,412355,2.03
312,1005,23503,4.6
313,4978,171954,1.97
314,4499,140562,4.41
315,4422,284191,3.76
316,4701,490794,3.75
317,4073,247529,2.11
318,513,308932,4.19
319,2615,329847,1.63
320,593,30064,4.39
321,776,102881,4.78
322,3616,71794,4.24
323,2436,483164,4.66
324,637,70700,3.84
325,1540,187826,4.63
326,3283,177476,2.04
327,2893,221331,1.24
328,4431,403320,3.02
329,226,302777,4.73
330,3249,51000,3.28
331,4735,73143,4.12
332,77,98778,1.92
333,4587,322041,1.65
334,3903,296025,3.92
335,3560,448964,4.79
336,3048,170812,4.4
337,2475,122406,4.98
338,4766,213529,4.17
339,4191,435874,4.09
340,4565,464042,3.9
341,4484,428119,4.2
342,2595,132842,1.02
343,1683,460188,4.64
344,2413,444609,1.19
345,4728,379258,1.09
346,1247,475139,2.62
347,1768,47632,4.92
348,2371,491797,1.16
349,3553,256130,2.26
350,1152,358837,3.71
351,3448,269693,3.29
352,1443,133395,3.59
353,270,13388,3.99
354,3169,252421,1.73
355,3637,325803,4.82
356,4511,465735,1.26
357,4107,225932,1.03
358,1338,377528,3.7
359,1206,82805,4.29
360,4636,464709,3.21
361,3285,105919,3.39
362,3500,480294,4.35
363,3170,336172,3.19
364,3779,17730,3.96
365,586,21827,2.99
366,4659,419886,2.88
367,4833,413906,1.03
368,610,302233,4.89
369,3568,390349,2.7
370,123,93145,1.39
371,1868,185344,4.5
372,3999,15883,2.64
373,685,359660,2.71
374,3670,213720,2.1
375,1176,110918,4.18
376,4928,409494,3.1
377,3754,117623,3.04
378,1731,181055,3.54
379,2228,227049,4.34
380,117,205986,4.33
381,2005,392195,3.11
382,525,279332,2.96
383,4940,171245,1.89
384,4872,434635,2.94
385,1919,132026,2.69
386,4915,151608,2.32
387,4347,409923,4.74
388,1496,413002,3.25
389,252,340053,4.47
390,2115,324765,2.25
391,4866,228549,2.63
392,3411,175824,3.81
393,2635,470947,1.79
394,2121,204415,4.35
395,762,32878,3.55
396,4720,431906,1.47
397,4416,116129,1.1
398,4120,232209,4.29
399,3523,126122,1.82
400,2131,494092,1.19
401,859,479696,3.27
402,1314,12768,2.72
403,3332,304280,4.78
404,2479,115947,4.77
405,841,125664,2.37
406,2244,330342,2.62
407,3040,228285,4.92
408,1154,26882,4.75
409,2847,363800,4.26
410,4977,187116,2.65
411,1221,367700,3.72
412,2802,277194,2.18
413,1689,51005,1.23
414,3421,241835,1.42
415,460,239094,4.19
416,885,277528,2.38
417,1836,141318,4.88
418,431,44105,1.05
419,2705,438499,2.39
420,2435,403201,3.84
421,2490,189648,1.23
422,1789,216345,2.27
423,2171,43013,4.85
424,2626,486411,4.45
425,2375,226337,1.67
426,2321,147847,1.3
427,3828,113767,4.97
428,4975,383288,3.76
429,2365,130778,4.1
430,799,117593,3.72
431,2518,187452,2.73
432,828,344749,1.92
433,3547,103609,1.17
434,802,370376,1.07
435,4897,490506,3.48
436,2408,338206,1.43
437,2865,222374,4.34
438,2342,5813,1.84
439,896,175904,4.78
440,4362,375310,1.58
441,1100,55241,2.7
442,3180,309502,1.86
443,1341,413502,4.93
444,2633,148048,2.26
445,3509,222067,4.9
446,2464,59260,2.87
447,2340,242708,2.72
448,205,487890,4.83
449,1654,46001,3.11
450,605,87122,3.87
451,844,198801,2.21
452,4508,379677,3.09
453,713,429217,2.82
454,1063,183641,4.4
455,252,141342,2.19
456,3469,173817,1.14
457,4798,439030,4.6
458,3687,308100,1.41
459,1325,468875,1.69
460,3537,167798,1.31
461,4921,316770,4.22
462,689,240503,2.68
463,295,65481,3.84
464,2238,185779,4.53
465,3783,44279,3.36
466,4412,99970,3.83
467,831,270787,3.34
468,228,83768,4.47
469,3093,364666,4.35
470,2394,145486,3.69
471,3446,448722,1.11
472,1597,176625,4.81
473,4667,31654,1.31
474,915,451148,3.9
475,2637,252661,4.25
476,4402,427164,2.67
477,3338,157991,3.14
478,3802,343492,2.38
479,2970,166326,4.49
480,1346,103810,3.59
481,3304,299464,3.23
482,4836,492879,3.38
483,230,71574,4.41
484,50,22952,2.01
485,4288,344635,4.17
486,2721,261381,1.03
487,3195,126931,4.54
488,1526,203728,4.65
489,3452,138215,4.56
490,4517,165668,4.74
491,1888,250409,2.33
492,2911,72087,3.82
493,4035,197831,4.71
494,198,196319,2.06
495,2393,226894,1.89
496,3303,265599,4.88
497,476,180647,1.51
498,1930,18794,1.94
499,3412,202946,3.59
500,1108,15194,4.99
501,3523,215610,2.38
502,967,406577,1.67
503,4490,447583,2.41
504,1515,490964,2.41
505,2310,322708,4.99
506,3551,327775,1.43
507,742,67526,2.58
508,3656,115669,2.83
509,4328,82913,2.46
510,4699,168220,1.85
511,145,365383,3.12
512,3273,244183,4.13
513,4001,450728,4.14
514,1876,391553,3.23
515,4307,147798,3.99
516,3398,274011,2.23
517,4818,15568,2.04
518,2804,448237,4.87
519,4389,39252,3.14
520,2594,28581,4.64
521,142,398740,2.3
522,4101,368535,3.15
523,4446,268545,1.35
524,2911,98910,4.74
525,587,283456,4.72
526,2230,413084,3.54
527,2326,339312,3.31
528,2660,122624,4.1
529,3402,65887,1.17
530,3869,10688,2.52
531,114,298762,1.53
532,3588,437610,3.35
533,2814,337767,4.88
534,3811,487573,1.59
535,2167,67465,4.84
536,1238,450080,4.71
537,4193,159608,1.46
538,4025,49153,1.87
539,1128,474679,3.1
540,1203,128530,3.29
541,2027,79908,2.28
542,1703,86136,1.24
543,2368,261711,3.74
544,2290,201661,4.02
545,1663,234620,1.83
546,3384,24732,3.92
547,2380,148030,2.5
548,2158,281175,4.44
549,1262,53829,4.39
550,2397,434574,3.29
551,1141,491002,1.74
552,1049,57362,3.32
553,4693,420025,3.16
554,2423,498113,4.99
555,822,373857,2.74
556,3088,233630,1.03
557,4064,26132,2.86
558,3947,188750,1.57
559,539,115137,1.14
560,3794,443658,1.2
561,4296,69696,4.64
562,2885,475181,4.71
563,2838,111796,3.59
564,3675,294533,4.47
565,677,97245,1.35
566,3200,146967,1.92
567,2110,343845,3.69
568,4931,110111,4.17
569,3590,195356,4.53
570,3694,285415,4.02
571,4040,217431,3.23
572,3195,302519,3.15
573,4125,28280,3.07
574,1892,292353,4.31
575,4755,181105,4.94
576,4732,282106,2.43
577,1784,141228,4.67
578,2540,347309,3.55
579,2202,86195,1.63
580,4686,278610,2.33
581,288,32217,3.18
582,3065,226314,2.48
583,1089,212139,3.32
584,1677,253949,2.19
585,1112,351914,1.98
586,765,488059,2.89
587,1262,490254,4.3
588,2413,356459,1.08
589,844,205364,4.58
590,4030,256257,3.2
591,2494,384448,4.14
592,3443,175056,1.06
593,919,111701,1.17
594,2353,83633,4.3
595,4713,70415,3.23
596,4111,254888,1.52
597,1344,31304,2.37
598,4443,247166,4.62
599,2409,145474,3.14
600,2848,481005,1.68
601,593,285137,2.75
602,3135,405963,4.14
603,1410,428581,2.44
604,2336,252518,2.13
605,1586,408654,1.57
606,1170,208180,2.22
607,1607,266496,1.65
608,1226,251836,3.34
609,2138,285944,2.72
610,4151,110349,1.89
611,578,58433,1.22
612,3690,486565,2.93
613,502,145072,3.33
614,604,145269,2.0
615,2987,221596,2.06
616,1455,266835,4.53
617,4833,380859,4.54
618,1952,493888,4.34
619,1971,376118,4.21
620,2058,302480,2.22
621,3270,346488,3.09
622,2220,45212,4.04
623,3245,380318,3.99
624,3847,196035,1.86
625,298,367475,2.91
626,1599,90167,2.47
627,2931,201433,2.46
628,394,129100,4.61
629,2334,201232,3.55
630,3825,207496,1.34
631,173,126956,4.27
632,4437,361952,3.81
633,2665,81839,1.7
634,3632,408515,1.97
635,1597,246054,4.89
636,3776,363892,4.95
637,2342,227510,3.31
638,1289,467697,4.23
639,3550,34259,4.04
640,4675,173556,3.36
641,1890,380750,3.77
642,3625,469012,2.92
643,1212,318352,4.57
644,1888,44427,2.95
645,4057,229452,4.21
646,4233,49489,1.48
647,4588,70866,2.21
648,3946,231890,2.75
649,1718,24308,1.04
650,4171,297150,3.17
651,3896,221535,1.64
652,3877,415570,2.57
653,4274,174922,4.92
654,2753,420245,2.39
655,844,381439,3.95
656,3724,409160,3.8
657,3197,58713,2.56
658,3755,7167,4.22
659,1009,307536,4.34
660,3836,105541,3.72
661,3683,312300,3.0
662,2872,337459,3.28
663,1407,172778,2.21
664,62,435119,3.93
665,559,391272,4.07
666,3689,326069,2.16
667,2116,452015,1.55
668,4393,440665,3.24
669,1671,431282,1.68
670,931,458710,3.33
671,2460,436730,1.33
672,579,388700,1.47
673,1663,113395,3.14
674,3989,420141,3.22
675,2585,143055,3.79
676,4399,472706,1.66
677,610,127268,3.99
678,183,263683,4.99
679,4804,78384,1.52
680,3829,88406,3.59
681,1974,199182,2.98
682,447,387030,2.59
683,1635,131898,1.57
684,124,87443,1.89
685,3680,35487,2.16
686,4103,430925,3.57
687,2005,272757,1.82
688,4773,129860,3.04
689,2204,249224,2.75
690,2843,32917,1.18
691,1252,66040,3.55
692,4735,348234,1.87
693,3122,360629,4.85
694,986,452609,4.42
695,3654,475568,2.77
696,4096,280284,4.4
697,1945,459247,2.88
698,4501,400173,2.15
699,2286,419483,2.51
700,3740,443366,4.41
701,2117,395664,3.94
702,550,8673,4.53
703,401,284597,3.4
704,2265,216274,1.45
705,2412,225739,4.73
706,280,201402,3.59
707,4745,199947,1.02
708,4617,229559,2.16
709,2387,421384,4.15
710,2863,11535,4.84
711,331,141624,1.9
712,4738,133106,1.9
713,1900,237098,4.53
714,198,420710,1.72
715,4608,69054,1.43
716,1835,52107,3.97
717,1819,178471,2.21
718,2357,36011,1.12
719,587,106850,3.08
720,1870,25010,3.94
721,4382,130458,1.44
722,2428,409413,3.07
723,3062,72435,4.14
724,1704,336480,4.09
725,1853,84883,1.95
726,2829,443211,4.05
727,4006,457276,3.38
728,1710,302494,4.43
729,3415,178743,4.16
730,2142,89004,1.2
731,3478,133481,1.64
732,217,261267,2.67
733,2914,350007,4.19
734,1031,62799,1.79
735,2138,402054,2.36
736,3609,103733,4.45
737,551,300892,2.85
738,3468,317160,1.74
739,2346,463935,4.81
740,4311,128188,3.06
741,3460,291595,3.54
742,2273,247766,1.61
743,1380,313891,4.47
744,1033,490206,3.49
745,3592,362212,3.27
746,4129,267265,2.34
747,1875,151531,2.72
748,4947,191306,2.32
749,679,227530,2.61
750,3955,459566,4.13
751,2064,487174,1.39
752,476,412206,2.57
753,952,202402,1.14
754,1451,292768,3.82
755,4022,97764,4.54
756,3866,478072,4.92
757,4777,468279,3.48
758,895,88668,2.09
759,3370,110333,3.73
760,114,20959,4.17
761,3611,281123,4.81
762,4713,151387,2.23
763,3993,21166,1.71
764,4517,360659,2.75
765,2758,332452,2.07
766,2789,205651,3.16
767,220,410361,4.11
768,4951,215011,4.44
769,4400,284029,3.28
770,3021,352932,2.71
771,2598,278012,1.73
772,4655,436633,2.1
773,502,302493,4.98
774,2268,106288,3.71
775,2820,480281,4.76
776,4435,275524,3.82
777,4244,150168,4.67
778,4832,209137,4.73
779,335,286087,4.5
780,3192,145537,3.78
781,3692,172558,3.06
782,1174,163049,3.73
783,1734,386235,4.5
784,1038,182367,2.88
785,3825,43594,2.98
786,2538,202870,3.85
787,252,428656,3.03
788,4912,105787,2.23
789,3200,458189,3.36
790,1750,392298,1.02
791,4943,492597,2.47
792,1974,390725,1.66
793,1200,367948,2.49
794,4839,68136,2.73
795,2334,305016,2.09
796,1177,424921,2.17
797,3348,305744,4.87
798,4815,403958,4.08
799,1274,153973,4.21
800,3138,49474,2.51
801,811,322620,3.2
802,1754,300853,4.46
803,453,94485,2.92
804,4281,286361,3.31
805,3705,298728,2.42
806,4676,292543,4.44
807,2998,476525,4.27
808,4893,45790,1.07
809,3351,384996,3.14
810,3860,380839,3.94
811,230,197430,2.22
812,3494,5512,3.85
813,2494,217859,2.21
814,2924,125882,4.86
815,980,160431,3.43
816,1876,440294,1.31
817,861,339235,3.71
818,4146,305760,2.45
819,3102,100100,1.38
820,1039,166672,4.97
821,312,31072,1.52
822,2017,424881,3.74
823,861,203028,4.68
824,4213,497788,1.26
825,1838,225678,4.69
826,2873,374295,3.71
827,4585,435018,2.81
828,410,136419,4.59
829,1543,15707,2.4
830,1162,206951,2.75
831,2857,313780,2.21
832,4472,171797,1.76
833,3116,362503,4.56
834,4687,158125,2.55
835,3298,255931,2.4
836,2257,65771,3.0
837,1240,486166,3.37
838,4426,151546,4.79
839,1691,438472,2.4
840,4416,100377,1.99
841,2541,282204,1.48
842,1702,349523,1.58
843,4120,172563,4.65
844,3219,257642,2.74
845,3353,248411,2.15
846,1058,383031,2.43
847,3343,359019,3.15
848,2396,395137,1.65
849,3509,365742,1.06
850,349,374986,1.61
851,2737,361215,4.2
852,4530,266778,1.29
853,4536,41597,2.43
854,1591,348839,4.72
855,3340,250735,4.68
856,3846,205774,2.56
857,1130,476886,2.59
858,1096,92226,1.64
859,3159,97918,2.77
860,3415,148407,3.28
861,1967,9610,3.39
862,2835,108343,4.57
863,2744,256551,3.4
864,881,409457,3.03
865,3275,433635,3.66
866,4363,78441,3.07
867,2859,297146,4.67
868,4902,192588,2.69
869,143,445633,2.56
870,2198,424340,1.8
871,3033,105176,2.31
872,2701,468261,3.73
873,3073,474387,2.68
874,3604,462712,2.41
875,2363,149264,3.83
876,2600,369774,4.36
877,4990,284925,2.5
878,2937,250987,3.89
879,1548,165229,4.74
880,4872,335565,2.31
881,4791,483463,4.05
882,1812,389819,1.94
883,798,307827,1.31
884,4780,355640,1.21
885,2091,383443,3.42
886,81,448571,2.82
887,3993,429988,1.1
888,2366,300600,4.4
889,2251,162636,3.48
890,3143,148063,4.93
891,1035,182106,1.18
892,2713,241570,4.73
893,410,243338,2.88
894,2947,81440,3.83
895,3676,23240,3.48
896,4388,18254,3.28
897,3258,278593,4.89
898,3179,16693,1.46
899,3057,20017,4.5
900,300,30299,4.68
901,1080,461852,3.14
902,3182,231452,1.59
903,4566,157022,1.35
904,1920,328695,1.92
905,3619,89560,1.68
906,2012,375987,2.42
907,2785,334629,3.28
908,3383,458485,1.94
909,4524,489439,3.87
910,728,263327,3.98
911,4863,261016,3.16
912,4068,330922,3.35
913,1439,378387,2.07
914,3958,184220,2.88
915,803,131675,1.59
916,4175,433028,1.29
917,3035,240194,2.02
918,3172,195372,2.29
919,1193,56683,3.87
920,4290,46517,4.85
921,479,63994,2.36
922,1732,77612,1.89
923,4697,445023,3.48
924,3147,8055,4.32
925,2295,57415,1.05
926,2037,176264,1.32
927,1015,163851,1.16
928,2959,473258,4.13
929,4793,423045,1.72
930,2161,281679,2.36
931,3812,354540,4.69
932,821,335061,2.81
933,3876,50568,4.07
934,4627,288072,2.13
935,3559,109339,1.64
936,1203,86246,1.17
937,4696,6178,2.39
938,3659,115291,4.97
939,699,198094,4.12
940,2106,320252,3.31
941,3865,281278,4.85
942,1473,458035,3.74
943,3950,262066,4.97
944,680,44166,4.58
945,4124,69808,4.79
946,2218,421052,1.24
947,2423,264999,4.0
948,4135,19586,3.36
949,1742,91507,1.34
950,4361,235190,2.16
951,571,193050,1.95
952,3034,111982,1.89
953,4013,341006,3.92
954,1900,499658,1.61
955,2691,183521,2.84
956,2924,371146,4.17
957,2291,235364,4.96
958,3943,338252,1.02
959,4520,396959,4.35
960,977,7046,4.67
961,1975,104417,4.48
962,757,141485,4.51
963,364,234400,4.72
964,2221,229745,3.98
965,2024,96667,2.23
966,648,427949,3.47
967,543,206629,4.77
968,4802,58869,2.62
969,4456,362187,4.71
970,2924,428157,1.36
971,535,256193,2.64
972,2188,261916,3.14
973,4039,244100,3.7
974,3165,397795,2.93
975,3541,271325,4.86
976,4106,281106,3.31
977,3475,183612,3.59
978,3903,387816,4.8
979,499,94269,2.72
980,3092,164938,2.6
981,972,310362,3.64
982,1092,274241,3.31
983,4843,175131,2.64
984,4913,384718,2.61
985,1735,372216,1.76
986,4819,33901,1.96
987,600,59279,2.22
988,4397,304971,4.16
989,3814,84764,4.48
990,3566,445012,3.78
991,4411,367551,3.9
992,4803,417856,3.54
993,950,109496,2.57
994,2262,443935,2.9
995,4339,388309,2.06
996,2612,225995,4.8
997,2689,84909,3.67
998,1907,48238,1.96
999,2575,49313,2.48
1000,4336,272243,1.5
